episode,avg_score,avg_hits_per_agent,avg_false_positives_per_agent,avg_repeats_per_agent
214,0.17800002098083495,0.0,0.0,0.0
215,0.18400002717971803,0.0,0.0,0.0
216,0.143500018119812,0.0,0.0,0.0
217,0.18350002765655518,0.0,0.0,0.0
218,0.09900001883506775,0.0,0.0,0.0
219,0.4714998722076416,1.0,0.0,0.0
220,0.06500001549720764,0.0,0.0,0.0
221,0.18400003910064697,0.0,0.0,0.0
222,0.43449997901916504,0.5,0.0,0.0
223,-0.0625,0.0,0.0,0.0
224,0.1475000262260437,0.0,0.0,0.0
225,0.6639999389648438,1.0,0.0,0.0
226,0.17950003147125243,0.0,0.0,0.0
227,0.16850003004074096,0.0,0.0,0.0
228,0.1525000214576721,0.0,0.0,0.0
229,0.2885000467300415,0.5,0.0,0.0
230,0.17800002098083495,0.0,0.0,0.0
231,0.13200001716613768,0.0,0.0,0.0
232,0.6099998950958252,1.0,0.0,0.0
233,0.17850003242492676,0.0,0.0,0.0
234,0.1475000262260437,0.0,0.0,0.0
235,0.5285000324249267,1.0,0.0,0.0
236,0.08400001525878906,0.0,0.0,0.0
237,0.14250001907348633,0.0,0.0,0.0
238,0.6149998664855957,1.0,0.0,0.0
239,0.14500002861022948,0.0,0.0,0.0
240,0.17400002479553223,0.0,0.0,0.0
241,0.16950002908706666,0.0,0.0,0.0
242,0.4239999294281006,0.5,0.0,0.0
243,0.1500000238418579,0.0,0.0,0.0
244,0.1195000171661377,0.0,0.0,0.0
245,0.03500000238418579,0.0,0.0,0.0
246,0.18000001907348634,0.0,0.0,0.0
247,0.11650002002716064,0.0,0.0,0.0
248,0.18900003433227539,0.0,0.0,0.0
249,0.17350002527236938,0.0,0.0,0.0
250,0.1575000286102295,0.0,0.0,0.0
251,0.17800002098083495,0.0,0.0,0.0
252,0.1095000147819519,0.0,0.0,0.0
253,0.1630000352859497,0.0,0.0,0.0
254,0.15500001907348632,0.0,0.0,0.0
255,-0.06700000166893005,0.0,0.0,0.0
256,0.1585000276565552,0.0,0.0,0.0
257,0.18350002765655518,0.0,0.0,0.0
258,0.17950003147125243,0.0,0.0,0.0
259,0.1690000295639038,0.0,0.0,0.0
260,0.1690000295639038,0.0,0.0,0.0
261,0.12400002479553222,0.0,0.0,0.0
262,0.16850001811981202,0.0,0.0,0.0
263,0.18350002765655518,0.0,0.0,0.0
264,0.15950002670288085,0.0,0.0,0.0
265,0.18900003433227539,0.0,0.0,0.0
266,0.1520000219345093,0.0,0.0,0.0
267,0.16750001907348633,0.0,0.0,0.0
268,0.1725000262260437,0.0,0.0,0.0
269,0.4229999542236328,0.5,0.0,0.0
270,0.09000001549720764,0.0,0.0,0.0
271,-0.0910000205039978,0.0,0.0,0.0
272,0.17400002479553223,0.0,0.0,0.0
273,0.4394999980926514,0.5,0.0,0.0
274,0.06800001263618469,0.0,0.0,0.0
275,0.4119999408721924,0.5,0.0,0.0
276,0.09000000953674317,0.0,0.0,0.0
277,0.17500002384185792,0.0,0.0,0.0
278,0.17800002098083495,0.0,0.0,0.0
279,0.16700003147125245,0.0,0.0,0.0
280,0.1585000276565552,0.0,0.0,0.0
281,0.369499945640564,0.5,0.0,0.0
282,0.09400001764297486,0.0,0.0,0.0
283,0.16500002145767212,0.0,0.0,0.0
284,0.1700000286102295,0.0,0.0,0.0
285,0.13850002288818358,0.0,0.0,0.0
286,0.21649999618530275,0.5,0.0,0.0
287,0.20900003910064696,0.5,0.0,0.0
288,0.3789999008178711,0.5,0.0,0.0
289,0.12300002574920654,0.0,0.0,0.0
290,0.4249999523162842,0.5,0.0,0.0
291,0.17500002384185792,0.0,0.0,0.0
292,0.3695000171661377,0.5,0.0,0.0
293,0.15500001907348632,0.0,0.0,0.0
294,0.4199999809265137,0.5,0.0,0.0
295,0.1675000309944153,0.0,0.0,0.0
296,0.16950002908706666,0.0,0.0,0.0
297,0.43399991989135744,0.5,0.0,0.0
298,0.18350002765655518,0.0,0.0,0.0
299,0.14000002145767212,0.0,0.0,0.0
300,0.07450001239776612,0.0,0.0,0.0
301,0.37549993991851804,0.5,0.0,0.0
302,0.3294999599456787,0.5,0.0,0.0
303,0.09100000858306885,0.0,0.0,0.0
304,0.18900003433227539,0.0,0.0,0.0
305,0.19000003337860108,0.0,0.0,0.0
306,0.17400002479553223,0.0,0.0,0.0
307,0.14850002527236938,0.0,0.0,0.0
308,0.1675000309944153,0.0,0.0,0.0
309,0.14250001907348633,0.0,0.0,0.0
310,0.3459999799728394,0.5,0.0,0.0
311,0.17350002527236938,0.0,0.0,0.0
312,0.09650001525878907,0.0,0.0,0.0
313,0.14050002098083497,0.0,0.0,0.0
314,0.17950003147125243,0.0,0.0,0.0
315,0.17350002527236938,0.0,0.0,0.0
316,0.15450003147125244,0.0,0.0,0.0
317,0.15700002908706664,0.0,0.0,0.0
318,0.3884999752044678,0.5,0.0,0.0
319,0.12050001621246338,0.0,0.0,0.0
320,0.18950002193450927,0.0,0.0,0.0
321,0.20000002384185792,0.0,0.0,0.0
322,0.16800003051757811,0.0,0.0,0.0
323,0.18400002717971803,0.0,0.0,0.0
324,0.09650001525878907,0.0,0.0,0.0
325,0.14050002098083497,0.0,0.0,0.0
326,0.07950001955032349,0.0,0.0,0.0
327,0.16000001430511473,0.0,0.0,0.0
328,-0.18950002193450927,0.0,0.0,0.0
329,0.20000002384185792,0.0,0.0,0.0
330,0.1570000171661377,0.0,0.0,0.0
331,0.12500001192092897,0.0,0.0,0.0
332,0.16800003051757811,0.0,0.0,0.0
333,0.02400001585483551,0.0,0.0,0.0
334,0.1575000286102295,0.0,0.0,0.0
335,0.1950000286102295,0.0,0.0,0.0
336,0.17800002098083495,0.0,0.0,0.0
337,0.1585000276565552,0.0,0.0,0.0
338,0.17800003290176392,0.0,0.0,0.0
339,0.09900001287460328,0.0,0.0,0.0
340,0.18900003433227539,0.0,0.0,0.0
341,0.2950000762939453,0.5,0.0,0.0
342,0.1585000276565552,0.0,0.0,0.0
343,0.8999999046325684,1.5,0.0,0.0
344,0.41000003814697267,0.5,0.0,0.0
345,0.14500002861022948,0.0,0.0,0.0
346,0.08000001907348633,0.0,0.0,0.0
347,0.20000002384185792,0.0,0.0,0.0
348,0.13000001907348632,0.0,0.0,0.0
349,0.17300002574920653,0.0,0.0,0.0
350,0.18350002765655518,0.0,0.0,0.0
351,0.43399991989135744,0.5,0.0,0.0
352,0.6745002746582032,1.0,0.0,0.0
353,0.14000003337860106,0.0,0.0,0.0
354,0.16800003051757811,0.0,0.0,0.0
355,0.4195000171661377,0.5,0.0,0.0
356,0.07350000739097595,0.0,0.0,0.0
357,0.15700002908706664,0.0,0.0,0.0
358,0.6584999084472656,1.0,0.0,0.0
359,0.2545000553131104,0.5,0.0,0.0
360,0.09400001168251038,0.0,0.0,0.0
361,-0.04099999070167541,0.0,0.0,0.0
362,0.5994999885559082,1.0,0.0,0.0
363,0.5719997406005859,1.0,0.0,0.0
364,0.4174999237060547,0.5,0.0,0.0
365,0.16800003051757811,0.0,0.0,0.0
366,0.16700003147125245,0.0,0.0,0.0
367,0.08350001573562622,0.0,0.0,0.0
368,0.13500001430511474,0.0,0.0,0.0
369,0.35950002670288084,0.5,0.0,0.0
370,0.11450002193450928,0.0,0.0,0.0
371,0.14350000619888306,0.5,0.0,0.0
372,0.090500009059906,0.0,0.0,0.0
373,0.422999906539917,0.5,0.0,0.0
374,0.12850003242492675,0.0,0.0,0.0
375,0.16700003147125245,0.0,0.0,0.0
376,0.42349991798400877,0.5,0.0,0.0
377,0.16850001811981202,0.0,0.0,0.0
378,0.17350002527236938,0.0,0.0,0.0
379,0.11800001859664917,0.0,0.0,0.0
380,0.39999990463256835,0.5,0.0,0.0
381,0.12900002002716066,0.0,0.0,0.0
382,0.09800000786781311,0.0,0.0,0.0
383,0.15700002908706664,0.0,0.0,0.0
384,0.12300002574920654,0.0,0.0,0.0
385,0.1570000171661377,0.0,0.0,0.0
386,0.1630000352859497,0.0,0.0,0.0
387,0.18450002670288085,0.0,0.0,0.0
388,0.41449999809265137,0.5,0.0,0.0
389,0.422999906539917,0.5,0.0,0.0
390,0.4289999961853027,0.5,0.0,0.0
391,0.08200001120567321,0.0,0.0,0.0
392,0.14200003147125245,0.0,0.0,0.0
393,0.16850003004074096,0.0,0.0,0.0
394,0.18350002765655518,0.0,0.0,0.0
395,0.14000002145767212,0.0,0.0,0.0
396,0.15150002241134644,0.0,0.0,0.0
397,0.12300002574920654,0.0,0.0,0.0
398,0.3814999103546143,0.5,0.0,0.0
399,0.18400002717971803,0.0,0.0,0.0
400,0.18400003910064697,0.0,0.0,0.0
401,0.1950000286102295,0.0,0.0,0.0
402,0.1315000295639038,0.0,0.0,0.0
403,0.17350003719329835,0.0,0.0,0.0
404,0.16700003147125245,0.0,0.0,0.0
405,0.09000001549720764,0.0,0.0,0.0
406,0.030000019073486327,0.0,0.0,0.0
407,0.1700000286102295,0.0,0.0,0.0
408,0.16800003051757811,0.0,0.0,0.0
409,0.1635000228881836,0.0,0.0,0.0
410,0.16450002193450927,0.0,0.0,0.0
411,0.1095000147819519,0.0,0.0,0.0
412,0.16850003004074096,0.0,0.0,0.0
413,0.16800003051757811,0.0,0.0,0.0
414,0.4394999504089355,0.5,0.0,0.0
415,0.14500001668930054,0.0,0.0,0.0
416,0.14300003051757812,0.0,0.0,0.0
417,0.1700000286102295,0.0,0.0,0.0
418,0.40199999809265136,0.5,0.0,0.0
419,0.1700000286102295,0.0,0.0,0.0
420,0.11200001239776611,0.0,0.0,0.0
421,0.16000001430511473,0.0,0.0,0.0
422,0.1345000147819519,0.0,0.0,0.0
423,0.0955000102519989,0.0,0.0,0.0
424,0.17300002574920653,0.0,0.0,0.0
425,0.12000002861022949,0.0,0.0,0.0
426,0.14050002098083497,0.0,0.0,0.0
427,0.1790000319480896,0.0,0.0,0.0
428,0.17500002384185792,0.0,0.0,0.0
429,0.18900003433227539,0.0,0.0,0.0
430,0.16450002193450927,0.0,0.0,0.0
431,0.14800002574920654,0.0,0.0,0.0
432,0.17800003290176392,0.0,0.0,0.0
433,0.05650002360343933,0.0,0.0,0.0
434,0.07000001072883606,0.0,0.0,0.0
435,0.1505000352859497,0.0,0.0,0.0
436,0.1675000309944153,0.0,0.0,0.0
437,-0.1665000319480896,0.0,0.0,0.0
438,0.16700003147125245,0.0,0.0,0.0
439,0.10000002384185791,0.5,0.0,0.0
440,0.4184999465942383,0.5,0.0,0.0
441,0.08500001430511475,0.0,0.0,0.0
442,-0.12500001192092897,0.0,0.0,0.0
443,0.1445000171661377,0.0,0.0,0.0
444,0.42349996566772463,0.5,0.0,0.0
445,0.1790000319480896,0.0,0.0,0.0
446,0.17400002479553223,0.0,0.0,0.0
447,0.20000002384185792,0.0,0.0,0.0
448,0.17800002098083495,0.0,0.0,0.0
449,0.40699992179870603,0.5,0.0,0.0
450,0.08750001192092896,0.0,0.0,0.0
451,0.07250001430511474,0.0,0.0,0.0
452,0.17250003814697265,0.0,0.0,0.0
453,0.09250001311302185,0.0,0.0,0.0
454,0.1725000262260437,0.0,0.0,0.0
455,0.5425000190734863,1.0,0.0,0.0
456,0.14400002956390381,0.0,0.0,0.0
457,0.41750001907348633,0.5,0.0,0.0
458,0.16850003004074096,0.0,0.0,0.0
459,0.08500001430511475,0.0,0.0,0.0
460,0.17300002574920653,0.0,0.0,0.0
461,0.403000020980835,0.5,0.0,0.0
462,0.16200003623962403,0.0,0.0,0.0
463,0.18400002717971803,0.0,0.0,0.0
464,0.17350003719329835,0.0,0.0,0.0
465,0.10050001144409179,0.0,0.0,0.0
466,0.1565000295639038,0.0,0.0,0.0
467,0.3195000648498535,0.5,0.0,0.0
468,0.1675000309944153,0.0,0.0,0.0
469,0.17800003290176392,0.0,0.0,0.0
470,0.1640000343322754,0.0,0.0,0.0
471,0.18350002765655518,0.0,0.0,0.0
472,0.08500001430511475,0.0,0.0,0.0
473,0.18900003433227539,0.0,0.0,0.0
474,0.15700002908706664,0.0,0.0,0.0
475,0.17350002527236938,0.0,0.0,0.0
476,0.16200003623962403,0.0,0.0,0.0
477,0.07350001335144044,0.0,0.0,0.0
478,0.1520000219345093,0.0,0.0,0.0
479,0.13100001811981202,0.0,0.0,0.0
480,0.18550007343292235,0.5,0.0,0.0
481,0.18350002765655518,0.0,0.0,0.0
482,0.17300002574920653,0.0,0.0,0.0
483,0.10250002145767212,0.0,0.0,0.0
484,0.10500000715255738,0.0,0.0,0.0
485,0.13150001764297486,0.0,0.0,0.0
486,0.1640000343322754,0.0,0.0,0.0
487,0.14900002479553223,0.0,0.0,0.0
488,0.17800002098083495,0.0,0.0,0.0
489,0.17300002574920653,0.0,0.0,0.0
490,0.16850003004074096,0.0,0.0,0.0
491,0.0865000069141388,0.0,0.0,0.0
492,0.422999906539917,0.5,0.0,0.0
493,0.14250001907348633,0.0,0.0,0.0
494,0.10000002384185791,0.0,0.0,0.0
495,0.17800002098083495,0.0,0.0,0.0
496,0.17300002574920653,0.0,0.0,0.0
497,0.1575000286102295,0.0,0.0,0.0
498,0.1600000262260437,0.0,0.0,0.0
499,0.13550002574920655,0.0,0.0,0.0
500,0.09850001335144043,0.0,0.0,0.0
501,0.1380000114440918,0.0,0.0,0.0
502,0.1250000238418579,0.0,0.0,0.0
503,0.42950000762939455,0.5,0.0,0.0
504,0.4395000457763672,0.5,0.0,0.0
505,0.17350003719329835,0.0,0.0,0.0
506,0.1690000295639038,0.0,0.0,0.0
507,0.1625000238418579,0.0,0.0,0.0
508,0.1725000262260437,0.0,0.0,0.0
509,0.14200003147125245,0.0,0.0,0.0
510,0.18450002670288085,0.0,0.0,0.0
511,0.11450002193450928,0.0,0.0,0.0
512,0.1850000262260437,0.0,0.0,0.0
513,0.16800003051757811,0.0,0.0,0.0
514,0.07250001430511474,0.0,0.0,0.0
515,0.1640000343322754,0.0,0.0,0.0
516,0.14600002765655518,0.0,0.0,0.0
517,0.41399993896484377,0.5,0.0,0.0
518,0.14000000953674316,0.0,0.0,0.0
519,0.15050002336502075,0.0,0.0,0.0
520,0.16950002908706666,0.0,0.0,0.0
521,0.13000001907348632,0.0,0.0,0.0
522,0.12350002527236939,0.0,0.0,0.0
523,0.4179999351501465,0.5,0.0,0.0
524,0.12450001239776612,0.0,0.0,0.0
525,0.6800000190734863,1.0,0.0,0.0
526,0.156000018119812,0.0,0.0,0.0
527,0.10000001192092896,0.0,0.0,0.0
528,0.1290000081062317,0.0,0.0,0.0
529,0.12500001192092897,0.0,0.0,0.0
530,0.09350001811981201,0.0,0.0,0.0
531,0.15700002908706664,0.0,0.0,0.0
532,0.10000001192092896,0.0,0.0,0.0
533,0.16850003004074096,0.0,0.0,0.0
534,0.10450001955032348,0.0,0.0,0.0
535,0.18700003623962402,0.5,0.0,0.0
536,0.09500001668930054,0.0,0.0,0.0
537,-0.05,0.0,0.0,0.0
538,0.41000003814697267,0.5,0.0,0.0
539,0.17800002098083495,0.0,0.0,0.0
540,0.11700001955032349,0.0,0.0,0.0
541,0.16150002479553222,0.0,0.0,0.0
542,0.1625000238418579,0.0,0.0,0.0
543,0.4119999408721924,0.5,0.0,0.0
544,0.12250001430511474,0.0,0.0,0.0
545,0.4049999237060547,1.0,0.0,0.0
546,0.1690000295639038,0.0,0.0,0.0
547,0.17400002479553223,0.0,0.0,0.0
548,0.17300002574920653,0.0,0.0,0.0
549,0.13950002193450928,0.0,0.0,0.0
550,0.16500003337860109,0.0,0.0,0.0
551,0.1600000262260437,0.0,0.0,0.0
552,0.11450002193450928,0.0,0.0,0.0
553,0.1420000195503235,0.0,0.0,0.0
554,0.3799999713897705,0.5,0.0,0.0
555,0.14500002861022948,0.0,0.0,0.0
556,0.16750001907348633,0.0,0.0,0.0
557,0.32000002861022947,0.5,0.0,0.0
558,0.4049999237060547,1.0,0.0,0.0
559,0.10650001764297486,0.0,0.0,0.0
560,0.1725000262260437,0.0,0.0,0.0
561,0.13950002193450928,0.0,0.0,0.0
562,0.156000018119812,0.0,0.0,0.0
563,0.15700002908706664,0.0,0.0,0.0
564,0.13850002288818358,0.0,0.0,0.0
565,0.18450002670288085,0.0,0.0,0.0
566,0.1325000286102295,0.0,0.0,0.0
567,0.335499906539917,0.5,0.0,0.0
568,0.6285000324249268,1.0,0.0,0.0
569,0.4015000343322754,0.5,0.0,0.0
570,0.2690000534057617,0.5,0.0,0.0
571,0.015000009536743164,0.0,0.0,0.0
572,0.39549989700317384,0.5,0.0,0.0
573,0.16150002479553222,0.0,0.0,0.0
574,0.08100001811981201,0.0,0.0,0.0
575,0.13300001621246338,0.0,0.0,0.0
576,0.16200002431869506,0.0,0.0,0.0
577,0.09650001525878907,0.0,0.0,0.0
578,0.1510000228881836,0.0,0.0,0.0
579,0.1575000286102295,0.0,0.0,0.0
580,0.11400002241134644,0.0,0.0,0.0
581,0.1520000219345093,0.0,0.0,0.0
582,0.14700002670288087,0.0,0.0,0.0
583,0.36499998569488523,0.5,0.0,0.0
584,0.11400001049041748,0.0,0.0,0.0
585,0.15700002908706664,0.0,0.0,0.0
586,0.3599999904632568,0.5,0.0,0.0
587,0.15450003147125244,0.0,0.0,0.0
588,0.11500000953674316,0.0,0.0,0.0
589,0.06150001287460327,0.0,0.0,0.0
590,0.0845000147819519,0.0,0.0,0.0
591,0.18900003433227539,0.0,0.0,0.0
592,0.1700000286102295,0.0,0.0,0.0
593,0.11000001430511475,0.0,0.0,0.0
594,0.16700003147125245,0.0,0.0,0.0
595,0.11450002193450928,0.0,0.0,0.0
596,0.0970000147819519,0.0,0.0,0.0
597,0.06650001406669617,0.0,0.0,0.0
598,0.1250000238418579,0.0,0.0,0.0
599,0.11350002288818359,0.0,0.0,0.0
600,0.11100001335144043,0.0,0.0,0.0
601,0.1525000214576721,0.0,0.0,0.0
602,0.39999990463256835,0.5,0.0,0.0
603,0.12000001668930053,0.0,0.0,0.0
604,0.1635000228881836,0.0,0.0,0.0
