Episode,Total Reward,Hits,False Positives,Repeats,Avg Loss
8460,34.0,10,10,3,0.0
8461,26.0,9,11,4,0.0
8462,22.0,8,12,3,0.0
8463,28.0,9,11,3,0.0
8464,34.0,9,11,0,0.0
8465,16.0,6,14,0,0.0
8466,46.0,12,8,3,0.0
8467,52.0,13,7,3,0.0
8468,30.0,9,11,2,0.0
8469,36.0,10,10,2,0.0
8470,30.0,9,11,2,0.0
8471,46.0,12,8,3,0.0
8472,34.0,10,10,3,0.0
8473,50.0,13,7,4,0.0
8474,24.0,8,12,2,0.0
8475,26.0,8,12,1,0.0
8476,48.0,12,8,2,0.0
8477,54.0,13,7,2,0.0
8478,46.0,12,8,3,0.0
8479,30.0,10,10,5,0.0
8480,60.0,14,6,2,94592491520.0
8481,36.0,11,9,5,0.0
8482,50.0,14,6,7,0.0
8483,60.0,14,6,2,0.0
8484,28.0,9,11,3,0.0
8485,16.0,7,13,3,0.0
8486,56.0,13,7,1,0.0
8487,50.0,12,8,1,0.0
8488,42.0,12,8,5,0.0
8489,32.0,11,9,7,0.0
8490,38.0,10,10,1,0.0
8491,32.0,11,9,7,0.0
8492,22.0,9,11,6,0.0
8493,16.0,7,13,3,0.0
8494,28.0,9,11,3,0.0
8495,36.0,11,9,5,0.0
8496,26.0,9,11,4,0.0
8497,26.0,8,12,1,0.0
8498,44.0,12,8,4,0.0
8499,52.0,13,7,3,0.0
8500,50.0,13,7,4,0.0
8501,30.0,9,11,2,0.0
8502,58.0,14,6,3,0.0
8503,14.0,6,14,1,0.0
8504,36.0,10,10,2,0.0
8505,46.0,12,8,3,0.0
8506,46.0,11,9,0,0.0
8507,28.0,9,11,3,0.0
8508,50.0,12,8,1,0.0
8509,56.0,13,7,1,0.0
8510,38.0,10,10,1,0.0
8511,22.0,8,12,3,0.0
8512,50.0,12,8,1,4654213393022976.0
8513,30.0,10,10,5,0.0
8514,60.0,14,6,2,0.0
8515,36.0,10,10,2,0.0
8516,18.0,8,12,5,0.0
8517,44.0,11,9,1,0.0
8518,34.0,10,10,3,0.0
8519,24.0,9,11,5,0.0
8520,40.0,11,9,3,0.0
8521,54.0,13,7,2,0.0
8522,36.0,10,10,2,0.0
8523,44.0,11,9,1,0.0
8524,40.0,11,9,3,0.0
8525,44.0,12,8,4,0.0
8526,46.0,11,9,0,0.0
8527,64.0,15,5,3,0.0
8528,24.0,9,11,5,0.0
8529,48.0,12,8,2,0.0
8530,40.0,11,9,3,0.0
8531,52.0,13,7,3,0.0
8532,64.0,15,5,3,0.0
8533,24.0,8,12,2,0.0
8534,34.0,10,10,3,0.0
8535,20.0,7,13,1,0.0
8536,36.0,10,10,2,0.0
8537,58.0,14,6,3,0.0
8538,28.0,9,11,3,0.0
8539,36.0,11,9,5,0.0
8540,62.0,14,6,1,0.0
8541,38.0,11,9,4,0.0
8542,50.0,12,8,1,0.0
8543,24.0,9,11,5,0.0
8544,32.0,9,11,1,3890222465024.0
8545,34.0,10,10,3,0.0
8546,26.0,8,12,1,0.0
8547,44.0,13,7,7,0.0
8548,34.0,10,10,3,0.0
8549,34.0,10,10,3,0.0
8550,22.0,8,12,3,0.0
8551,54.0,14,6,5,0.0
8552,42.0,12,8,5,0.0
8553,44.0,11,9,1,0.0
8554,52.0,14,6,6,0.0
8555,28.0,9,11,3,0.0
8556,40.0,11,9,3,0.0
8557,48.0,12,8,2,0.0
8558,24.0,8,12,2,0.0
8559,44.0,11,9,1,0.0
8560,48.0,12,8,2,0.0
8561,62.0,14,6,1,0.0
8562,22.0,8,12,3,0.0
8563,36.0,10,10,2,0.0
8564,46.0,11,9,0,0.0
8565,54.0,13,7,2,0.0
8566,50.0,12,8,1,0.0
8567,14.0,7,13,4,0.0
8568,38.0,11,9,4,0.0
8569,36.0,11,9,5,0.0
8570,24.0,8,12,2,0.0
8571,18.0,7,13,2,0.0
8572,28.0,9,11,3,0.0
8573,42.0,11,9,2,0.0
8574,32.0,10,10,4,0.0
8575,6.0,6,14,5,0.0
8576,30.0,9,11,2,112854540288.0
8577,26.0,8,12,1,0.0
8578,24.0,8,12,2,0.0
8579,46.0,13,7,6,0.0
8580,32.0,9,11,1,0.0
8581,44.0,12,8,4,0.0
8582,56.0,14,6,4,0.0
8583,42.0,11,9,2,0.0
8584,8.0,5,15,1,0.0
8585,48.0,12,8,2,0.0
8586,36.0,10,10,2,0.0
8587,18.0,7,13,2,0.0
8588,18.0,8,12,5,0.0
8589,26.0,9,11,4,0.0
8590,26.0,9,11,4,0.0
8591,22.0,8,12,3,0.0
8592,50.0,13,7,4,0.0
8593,34.0,10,10,3,0.0
8594,34.0,10,10,3,0.0
8595,48.0,12,8,2,0.0
8596,28.0,9,11,3,0.0
8597,46.0,12,8,3,0.0
8598,52.0,12,8,0,0.0
8599,8.0,5,15,1,0.0
8600,32.0,9,11,1,0.0
8601,30.0,10,10,5,0.0
8602,54.0,13,7,2,0.0
8603,30.0,9,11,2,0.0
8604,34.0,10,10,3,0.0
8605,36.0,10,10,2,0.0
8606,24.0,9,11,5,0.0
8607,24.0,8,12,2,0.0
8608,22.0,8,12,3,656212033536.0
8609,48.0,12,8,2,0.0
8610,32.0,9,11,1,0.0
8611,22.0,8,12,3,0.0
8612,54.0,14,6,5,0.0
8613,24.0,8,12,2,0.0
8614,24.0,8,12,2,0.0
8615,44.0,12,8,4,0.0
8616,30.0,9,11,2,0.0
8617,32.0,9,11,1,0.0
8618,20.0,8,12,4,0.0
8619,20.0,7,13,1,0.0
8620,24.0,9,11,5,0.0
8621,24.0,9,11,5,0.0
8622,48.0,12,8,2,0.0
8623,30.0,9,11,2,0.0
8624,40.0,11,9,3,0.0
8625,28.0,9,11,3,0.0
8626,12.0,7,13,5,0.0
8627,34.0,9,11,0,0.0
8628,24.0,8,12,2,0.0
8629,44.0,11,9,1,0.0
8630,28.0,9,11,3,0.0
8631,58.0,13,7,0,0.0
8632,44.0,11,9,1,0.0
8633,48.0,12,8,2,0.0
8634,32.0,10,10,4,0.0
8635,26.0,8,12,1,0.0
8636,42.0,12,8,5,0.0
8637,52.0,13,7,3,0.0
8638,42.0,11,9,2,0.0
8639,42.0,11,9,2,0.0
8640,46.0,11,9,0,2172889453297664.0
8641,40.0,11,9,3,0.0
8642,24.0,9,11,5,0.0
8643,56.0,14,6,4,0.0
8644,54.0,13,7,2,0.0
8645,40.0,11,9,3,0.0
8646,36.0,10,10,2,0.0
8647,18.0,7,13,2,0.0
8648,44.0,12,8,4,0.0
8649,32.0,10,10,4,0.0
8650,36.0,11,9,5,0.0
8651,46.0,12,8,3,0.0
8652,66.0,15,5,2,0.0
8653,52.0,14,6,6,0.0
8654,40.0,11,9,3,0.0
8655,22.0,8,12,3,0.0
8656,22.0,8,12,3,0.0
8657,36.0,10,10,2,0.0
8658,42.0,11,9,2,0.0
8659,44.0,12,8,4,0.0
8660,58.0,15,5,6,0.0
8661,26.0,9,11,4,0.0
8662,28.0,9,11,3,0.0
8663,34.0,10,10,3,0.0
8664,22.0,8,12,3,0.0
8665,24.0,8,12,2,0.0
8666,46.0,13,7,6,0.0
8667,16.0,7,13,3,0.0
8668,24.0,9,11,5,0.0
8669,40.0,11,9,3,0.0
8670,22.0,8,12,3,0.0
8671,34.0,10,10,3,0.0
8672,32.0,10,10,4,21903003648.0
8673,44.0,12,8,4,0.0
8674,52.0,13,7,3,0.0
8675,24.0,8,12,2,0.0
8676,24.0,8,12,2,0.0
8677,36.0,12,8,8,0.0
8678,46.0,13,7,6,0.0
8679,36.0,10,10,2,0.0
8680,26.0,9,11,4,0.0
8681,40.0,11,9,3,0.0
8682,24.0,8,12,2,0.0
8683,6.0,6,14,5,0.0
8684,18.0,7,13,2,0.0
8685,58.0,14,6,3,0.0
8686,44.0,11,9,1,0.0
8687,38.0,10,10,1,0.0
8688,48.0,13,7,5,0.0
8689,24.0,8,12,2,0.0
8690,24.0,8,12,2,0.0
8691,6.0,5,15,2,0.0
8692,6.0,5,15,2,0.0
8693,34.0,10,10,3,0.0
8694,10.0,6,14,3,0.0
8695,16.0,7,13,3,0.0
8696,38.0,11,9,4,0.0
8697,38.0,11,9,4,0.0
8698,26.0,9,11,4,0.0
8699,60.0,14,6,2,0.0
8700,26.0,9,11,4,0.0
8701,50.0,14,6,7,0.0
8702,62.0,14,6,1,0.0
8703,42.0,11,9,2,0.0
8704,28.0,9,11,3,78561293631488.0
8705,64.0,15,5,3,0.0
8706,12.0,6,14,2,0.0
8707,26.0,8,12,1,0.0
8708,32.0,9,11,1,0.0
8709,46.0,12,8,3,0.0
8710,44.0,11,9,1,0.0
8711,24.0,9,11,5,0.0
8712,40.0,11,9,3,0.0
8713,32.0,9,11,1,0.0
8714,28.0,10,10,6,0.0
8715,16.0,7,13,3,0.0
8716,38.0,10,10,1,0.0
8717,36.0,10,10,2,0.0
8718,38.0,10,10,1,0.0
8719,50.0,12,8,1,0.0
8720,70.0,16,4,3,0.0
8721,36.0,10,10,2,0.0
8722,12.0,6,14,2,0.0
8723,50.0,12,8,1,0.0
8724,38.0,11,9,4,0.0
8725,44.0,11,9,1,0.0
8726,34.0,9,11,0,0.0
8727,58.0,14,6,3,0.0
8728,42.0,11,9,2,0.0
8729,34.0,10,10,3,0.0
8730,44.0,12,8,4,0.0
8731,48.0,12,8,2,0.0
8732,30.0,9,11,2,0.0
8733,48.0,13,7,5,0.0
8734,40.0,11,9,3,0.0
8735,40.0,11,9,3,0.0
8736,60.0,14,6,2,10028738560.0
8737,38.0,11,9,4,0.0
8738,6.0,5,15,2,0.0
8739,34.0,9,11,0,0.0
8740,16.0,7,13,3,0.0
8741,6.0,5,15,2,0.0
8742,44.0,11,9,1,0.0
8743,30.0,9,11,2,0.0
8744,30.0,9,11,2,0.0
8745,22.0,7,13,0,0.0
8746,24.0,8,12,2,0.0
8747,38.0,11,9,4,0.0
8748,30.0,10,10,5,0.0
8749,28.0,9,11,3,0.0
8750,28.0,9,11,3,0.0
8751,28.0,9,11,3,0.0
8752,32.0,9,11,1,0.0
8753,30.0,9,11,2,0.0
8754,50.0,12,8,1,0.0
8755,36.0,10,10,2,0.0
8756,38.0,10,10,1,0.0
8757,18.0,8,12,5,0.0
8758,44.0,11,9,1,0.0
8759,46.0,11,9,0,0.0
8760,40.0,11,9,3,0.0
8761,34.0,10,10,3,0.0
8762,16.0,6,14,0,0.0
8763,26.0,8,12,1,0.0
8764,22.0,9,11,6,0.0
8765,40.0,12,8,6,0.0
8766,14.0,6,14,1,0.0
8767,42.0,11,9,2,0.0
8768,30.0,9,11,2,604760448.0
8769,40.0,11,9,3,0.0
8770,58.0,14,6,3,0.0
8771,36.0,10,10,2,0.0
8772,26.0,9,11,4,0.0
8773,16.0,8,12,6,0.0
8774,26.0,8,12,1,0.0
8775,48.0,12,8,2,0.0
8776,50.0,12,8,1,0.0
8777,64.0,15,5,3,0.0
8778,6.0,5,15,2,0.0
8779,32.0,10,10,4,0.0
8780,24.0,8,12,2,0.0
8781,26.0,8,12,1,0.0
8782,12.0,7,13,5,0.0
8783,22.0,8,12,3,0.0
8784,32.0,9,11,1,0.0
8785,34.0,10,10,3,0.0
8786,58.0,14,6,3,0.0
8787,40.0,12,8,6,0.0
8788,20.0,8,12,4,0.0
8789,32.0,9,11,1,0.0
8790,30.0,9,11,2,0.0
8791,32.0,10,10,4,0.0
8792,26.0,8,12,1,0.0
8793,34.0,10,10,3,0.0
8794,14.0,7,13,4,0.0
8795,52.0,13,7,3,0.0
8796,38.0,10,10,1,0.0
8797,58.0,14,6,3,0.0
8798,26.0,10,10,7,0.0
8799,24.0,9,11,5,0.0
8800,42.0,11,9,2,16313014272.0
8801,34.0,10,10,3,0.0
8802,28.0,9,11,3,0.0
8803,28.0,9,11,3,0.0
8804,14.0,7,13,4,0.0
8805,28.0,9,11,3,0.0
8806,50.0,13,7,4,0.0
8807,16.0,7,13,3,0.0
8808,26.0,8,12,1,0.0
8809,64.0,15,5,3,0.0
8810,48.0,12,8,2,0.0
8811,20.0,7,13,1,0.0
8812,48.0,13,7,5,0.0
8813,40.0,12,8,6,0.0
8814,42.0,11,9,2,0.0
8815,56.0,14,6,4,0.0
8816,8.0,6,14,4,0.0
8817,36.0,10,10,2,0.0
8818,18.0,8,12,5,0.0
8819,30.0,10,10,5,0.0
8820,28.0,9,11,3,0.0
8821,22.0,8,12,3,0.0
8822,34.0,10,10,3,0.0
8823,42.0,12,8,5,0.0
8824,44.0,12,8,4,0.0
8825,38.0,10,10,1,0.0
8826,24.0,9,11,5,0.0
8827,40.0,12,8,6,0.0
8828,30.0,10,10,5,0.0
8829,48.0,13,7,5,0.0
8830,18.0,8,12,5,0.0
8831,42.0,11,9,2,0.0
8832,68.0,16,4,4,2556331294720.0
8833,34.0,10,10,3,0.0
8834,26.0,9,11,4,0.0
8835,36.0,10,10,2,0.0
8836,40.0,10,10,0,0.0
8837,36.0,10,10,2,0.0
8838,44.0,11,9,1,0.0
8839,54.0,13,7,2,0.0
8840,24.0,8,12,2,0.0
8841,30.0,9,11,2,0.0
8842,18.0,8,12,5,0.0
8843,36.0,11,9,5,0.0
8844,24.0,9,11,5,0.0
8845,54.0,14,6,5,0.0
8846,40.0,11,9,3,0.0
8847,44.0,11,9,1,0.0
8848,26.0,9,11,4,0.0
8849,32.0,9,11,1,0.0
8850,12.0,6,14,2,0.0
8851,26.0,8,12,1,0.0
8852,52.0,12,8,0,0.0
8853,42.0,11,9,2,0.0
8854,4.0,6,14,6,0.0
8855,32.0,10,10,4,0.0
8856,30.0,9,11,2,0.0
8857,44.0,11,9,1,0.0
8858,48.0,12,8,2,0.0
8859,50.0,12,8,1,0.0
8860,24.0,8,12,2,0.0
8861,44.0,12,8,4,0.0
8862,40.0,11,9,3,0.0
8863,44.0,11,9,1,0.0
8864,36.0,10,10,2,664036966400.0
8865,42.0,11,9,2,0.0
8866,48.0,13,7,5,0.0
8867,38.0,11,9,4,0.0
8868,40.0,11,9,3,0.0
8869,30.0,10,10,5,0.0
8870,32.0,9,11,1,0.0
8871,28.0,9,11,3,0.0
8872,18.0,8,12,5,0.0
8873,46.0,12,8,3,0.0
8874,48.0,12,8,2,0.0
8875,28.0,8,12,0,0.0
8876,24.0,8,12,2,0.0
8877,40.0,10,10,0,0.0
8878,24.0,8,12,2,0.0
8879,12.0,7,13,5,0.0
8880,4.0,5,15,3,0.0
8881,44.0,12,8,4,0.0
8882,18.0,8,12,5,0.0
8883,30.0,9,11,2,0.0
8884,30.0,10,10,5,0.0
8885,18.0,7,13,2,0.0
8886,48.0,12,8,2,0.0
8887,42.0,11,9,2,0.0
8888,42.0,11,9,2,0.0
8889,42.0,11,9,2,0.0
8890,44.0,11,9,1,0.0
8891,42.0,11,9,2,0.0
8892,48.0,13,7,5,0.0
8893,26.0,9,11,4,0.0
8894,18.0,7,13,2,0.0
8895,60.0,14,6,2,0.0
8896,32.0,10,10,4,13144839168.0
8897,34.0,10,10,3,0.0
8898,18.0,8,12,5,0.0
8899,48.0,12,8,2,0.0
8900,40.0,12,8,6,0.0
8901,54.0,13,7,2,0.0
8902,12.0,6,14,2,0.0
8903,74.0,16,4,1,0.0
8904,38.0,11,9,4,0.0
8905,46.0,12,8,3,0.0
8906,54.0,14,6,5,0.0
8907,30.0,9,11,2,0.0
8908,50.0,12,8,1,0.0
8909,40.0,11,9,3,0.0
8910,50.0,12,8,1,0.0
8911,18.0,7,13,2,0.0
8912,44.0,12,8,4,0.0
8913,32.0,10,10,4,0.0
8914,62.0,14,6,1,0.0
8915,10.0,6,14,3,0.0
8916,36.0,10,10,2,0.0
8917,18.0,8,12,5,0.0
8918,14.0,7,13,4,0.0
8919,20.0,7,13,1,0.0
8920,28.0,9,11,3,0.0
8921,38.0,11,9,4,0.0
8922,34.0,10,10,3,0.0
8923,56.0,13,7,1,0.0
8924,32.0,9,11,1,0.0
8925,42.0,12,8,5,0.0
8926,36.0,10,10,2,0.0
8927,64.0,14,6,0,0.0
8928,32.0,10,10,4,2545607507968.0
8929,26.0,9,11,4,0.0
8930,38.0,11,9,4,0.0
8931,24.0,8,12,2,0.0
8932,40.0,11,9,3,0.0
8933,34.0,10,10,3,0.0
8934,40.0,11,9,3,0.0
8935,64.0,15,5,3,0.0
8936,30.0,10,10,5,0.0
8937,34.0,10,10,3,0.0
8938,50.0,12,8,1,0.0
8939,24.0,9,11,5,0.0
8940,32.0,10,10,4,0.0
8941,46.0,12,8,3,0.0
8942,18.0,7,13,2,0.0
8943,40.0,11,9,3,0.0
8944,24.0,9,11,5,0.0
8945,4.0,5,15,3,0.0
8946,46.0,12,8,3,0.0
8947,50.0,12,8,1,0.0
8948,46.0,13,7,6,0.0
8949,4.0,6,14,6,0.0
8950,22.0,9,11,6,0.0
8951,42.0,11,9,2,0.0
8952,62.0,15,5,4,0.0
8953,28.0,9,11,3,0.0
8954,34.0,10,10,3,0.0
8955,26.0,8,12,1,0.0
8956,44.0,11,9,1,0.0
8957,10.0,7,13,6,0.0
8958,22.0,8,12,3,0.0
8959,42.0,11,9,2,0.0
8960,46.0,12,8,3,1585641472.0
8961,16.0,7,13,3,0.0
8962,22.0,8,12,3,0.0
8963,26.0,8,12,1,0.0
8964,18.0,7,13,2,0.0
8965,28.0,9,11,3,0.0
8966,12.0,7,13,5,0.0
8967,44.0,12,8,4,0.0
8968,28.0,9,11,3,0.0
8969,48.0,12,8,2,0.0
8970,40.0,10,10,0,0.0
8971,24.0,9,11,5,0.0
8972,56.0,13,7,1,0.0
8973,52.0,12,8,0,0.0
8974,40.0,12,8,6,0.0
8975,30.0,9,11,2,0.0
8976,50.0,12,8,1,0.0
8977,28.0,9,11,3,0.0
8978,46.0,12,8,3,0.0
8979,34.0,10,10,3,0.0
8980,52.0,13,7,3,0.0
8981,30.0,10,10,5,0.0
8982,28.0,8,12,0,0.0
8983,40.0,11,9,3,0.0
8984,30.0,9,11,2,0.0
8985,14.0,7,13,4,0.0
8986,46.0,11,9,0,0.0
8987,34.0,10,10,3,0.0
8988,36.0,10,10,2,0.0
8989,22.0,8,12,3,0.0
8990,40.0,11,9,3,0.0
8991,48.0,12,8,2,0.0
8992,38.0,10,10,1,1.4820367052413338e+17
8993,38.0,10,10,1,0.0
8994,40.0,11,9,3,0.0
8995,28.0,9,11,3,0.0
8996,48.0,12,8,2,0.0
8997,26.0,9,11,4,0.0
8998,18.0,8,12,5,0.0
8999,38.0,10,10,1,0.0
9000,32.0,10,10,4,0.0
9001,20.0,8,12,4,0.0
9002,44.0,12,8,4,0.0
9003,42.0,12,8,5,0.0
9004,26.0,8,12,1,0.0
9005,34.0,10,10,3,0.0
9006,14.0,6,14,1,0.0
9007,62.0,14,6,1,0.0
9008,46.0,12,8,3,0.0
9009,32.0,9,11,1,0.0
9010,62.0,15,5,4,0.0
9011,48.0,12,8,2,0.0
9012,32.0,10,10,4,0.0
9013,38.0,11,9,4,0.0
9014,40.0,11,9,3,0.0
9015,18.0,8,12,5,0.0
9016,26.0,9,11,4,0.0
9017,52.0,13,7,3,0.0
9018,32.0,10,10,4,0.0
9019,22.0,8,12,3,0.0
9020,24.0,8,12,2,0.0
9021,28.0,10,10,6,0.0
9022,20.0,8,12,4,0.0
9023,56.0,13,7,1,0.0
9024,50.0,12,8,1,395318984704.0
9025,26.0,8,12,1,0.0
9026,54.0,13,7,2,0.0
9027,20.0,8,12,4,0.0
9028,22.0,8,12,3,0.0
9029,16.0,7,13,3,0.0
9030,38.0,11,9,4,0.0
9031,42.0,11,9,2,0.0
9032,38.0,10,10,1,0.0
9033,50.0,12,8,1,0.0
9034,34.0,9,11,0,0.0
9035,32.0,9,11,1,0.0
9036,26.0,8,12,1,0.0
9037,34.0,10,10,3,0.0
9038,34.0,10,10,3,0.0
9039,32.0,9,11,1,0.0
9040,38.0,10,10,1,0.0
9041,16.0,7,13,3,0.0
9042,56.0,13,7,1,0.0
9043,34.0,10,10,3,0.0
9044,46.0,11,9,0,0.0
9045,36.0,10,10,2,0.0
9046,28.0,9,11,3,0.0
9047,50.0,12,8,1,0.0
9048,62.0,14,6,1,0.0
9049,58.0,14,6,3,0.0
9050,24.0,8,12,2,0.0
9051,22.0,8,12,3,0.0
9052,22.0,8,12,3,0.0
9053,38.0,12,8,7,0.0
9054,28.0,9,11,3,0.0
9055,42.0,11,9,2,0.0
9056,40.0,11,9,3,17526956032.0
9057,48.0,13,7,5,0.0
9058,26.0,8,12,1,0.0
9059,30.0,10,10,5,0.0
9060,38.0,11,9,4,0.0
9061,42.0,12,8,5,0.0
9062,52.0,14,6,6,0.0
9063,50.0,12,8,1,0.0
9064,26.0,9,11,4,0.0
9065,46.0,12,8,3,0.0
9066,34.0,10,10,3,0.0
9067,50.0,13,7,4,0.0
9068,22.0,8,12,3,0.0
9069,32.0,10,10,4,0.0
9070,72.0,17,3,5,0.0
9071,22.0,8,12,3,0.0
9072,34.0,10,10,3,0.0
9073,48.0,12,8,2,0.0
9074,28.0,9,11,3,0.0
9075,54.0,13,7,2,0.0
9076,32.0,9,11,1,0.0
9077,34.0,10,10,3,0.0
9078,24.0,8,12,2,0.0
9079,62.0,14,6,1,0.0
9080,62.0,14,6,1,0.0
9081,34.0,10,10,3,0.0
9082,50.0,13,7,4,0.0
9083,44.0,12,8,4,0.0
9084,52.0,13,7,3,0.0
9085,38.0,11,9,4,0.0
9086,26.0,8,12,1,0.0
9087,14.0,7,13,4,0.0
9088,42.0,12,8,5,2722147074048.0
9089,34.0,10,10,3,0.0
9090,56.0,13,7,1,0.0
9091,18.0,7,13,2,0.0
9092,60.0,14,6,2,0.0
9093,32.0,9,11,1,0.0
9094,36.0,11,9,5,0.0
9095,28.0,9,11,3,0.0
9096,30.0,10,10,5,0.0
9097,30.0,9,11,2,0.0
9098,42.0,11,9,2,0.0
9099,40.0,11,9,3,0.0
9100,24.0,8,12,2,0.0
9101,50.0,12,8,1,0.0
9102,64.0,15,5,3,0.0
9103,32.0,10,10,4,0.0
9104,38.0,12,8,7,0.0
9105,34.0,11,9,6,0.0
9106,18.0,7,13,2,0.0
9107,66.0,15,5,2,0.0
9108,26.0,8,12,1,0.0
9109,50.0,13,7,4,0.0
9110,24.0,8,12,2,0.0
9111,30.0,10,10,5,0.0
9112,50.0,13,7,4,0.0
9113,36.0,11,9,5,0.0
9114,38.0,11,9,4,0.0
9115,48.0,12,8,2,0.0
9116,30.0,9,11,2,0.0
9117,22.0,8,12,3,0.0
9118,14.0,7,13,4,0.0
9119,46.0,13,7,6,0.0
9120,46.0,12,8,3,30761510912.0
9121,22.0,7,13,0,0.0
9122,70.0,16,4,3,0.0
9123,52.0,13,7,3,0.0
9124,20.0,7,13,1,0.0
9125,40.0,11,9,3,0.0
9126,32.0,9,11,1,0.0
9127,40.0,11,9,3,0.0
9128,46.0,11,9,0,0.0
9129,38.0,11,9,4,0.0
9130,38.0,10,10,1,0.0
9131,20.0,8,12,4,0.0
9132,44.0,11,9,1,0.0
9133,64.0,14,6,0,0.0
9134,38.0,11,9,4,0.0
9135,42.0,11,9,2,0.0
9136,40.0,11,9,3,0.0
9137,56.0,14,6,4,0.0
9138,34.0,10,10,3,0.0
9139,28.0,9,11,3,0.0
9140,40.0,11,9,3,0.0
9141,42.0,11,9,2,0.0
9142,50.0,12,8,1,0.0
9143,68.0,15,5,1,0.0
9144,70.0,15,5,0,0.0
9145,42.0,11,9,2,0.0
9146,52.0,13,7,3,0.0
9147,60.0,14,6,2,0.0
9148,30.0,9,11,2,0.0
9149,30.0,9,11,2,0.0
9150,8.0,5,15,1,0.0
9151,44.0,11,9,1,0.0
9152,34.0,10,10,3,244300848.0
9153,60.0,15,5,5,0.0
9154,42.0,11,9,2,0.0
9155,42.0,11,9,2,0.0
9156,42.0,11,9,2,0.0
9157,30.0,9,11,2,0.0
9158,38.0,11,9,4,0.0
9159,14.0,6,14,1,0.0
9160,28.0,9,11,3,0.0
9161,32.0,10,10,4,0.0
9162,34.0,9,11,0,0.0
9163,30.0,9,11,2,0.0
9164,30.0,9,11,2,0.0
9165,50.0,12,8,1,0.0
9166,38.0,10,10,1,0.0
9167,46.0,12,8,3,0.0
9168,36.0,10,10,2,0.0
9169,20.0,8,12,4,0.0
9170,32.0,10,10,4,0.0
9171,46.0,12,8,3,0.0
9172,22.0,7,13,0,0.0
9173,36.0,10,10,2,0.0
9174,40.0,12,8,6,0.0
9175,26.0,9,11,4,0.0
9176,38.0,11,9,4,0.0
9177,54.0,13,7,2,0.0
9178,58.0,13,7,0,0.0
9179,36.0,11,9,5,0.0
9180,40.0,11,9,3,0.0
9181,48.0,12,8,2,0.0
9182,20.0,9,11,7,0.0
9183,32.0,10,10,4,0.0
9184,26.0,9,11,4,3693481984.0
9185,12.0,7,13,5,0.0
9186,22.0,8,12,3,0.0
9187,26.0,9,11,4,0.0
9188,30.0,10,10,5,0.0
9189,34.0,11,9,6,0.0
9190,36.0,10,10,2,0.0
9191,30.0,9,11,2,0.0
9192,42.0,11,9,2,0.0
9193,26.0,10,10,7,0.0
9194,38.0,10,10,1,0.0
9195,36.0,10,10,2,0.0
9196,52.0,13,7,3,0.0
9197,28.0,9,11,3,0.0
9198,32.0,10,10,4,0.0
9199,62.0,14,6,1,0.0
9200,26.0,8,12,1,0.0
9201,26.0,9,11,4,0.0
9202,58.0,15,5,6,0.0
9203,32.0,9,11,1,0.0
9204,32.0,10,10,4,0.0
9205,42.0,12,8,5,0.0
9206,46.0,12,8,3,0.0
9207,26.0,8,12,1,0.0
9208,42.0,11,9,2,0.0
9209,32.0,10,10,4,0.0
9210,42.0,11,9,2,0.0
9211,18.0,7,13,2,0.0
9212,40.0,11,9,3,0.0
9213,20.0,8,12,4,0.0
9214,38.0,11,9,4,0.0
9215,48.0,12,8,2,0.0
9216,46.0,12,8,3,839850328064.0
9217,26.0,8,12,1,0.0
9218,48.0,12,8,2,0.0
9219,48.0,12,8,2,0.0
9220,36.0,11,9,5,0.0
9221,38.0,10,10,1,0.0
9222,46.0,12,8,3,0.0
9223,62.0,15,5,4,0.0
9224,34.0,10,10,3,0.0
9225,32.0,10,10,4,0.0
9226,42.0,11,9,2,0.0
9227,44.0,12,8,4,0.0
9228,46.0,12,8,3,0.0
9229,36.0,10,10,2,0.0
9230,52.0,12,8,0,0.0
9231,32.0,10,10,4,0.0
9232,36.0,10,10,2,0.0
9233,44.0,11,9,1,0.0
9234,42.0,12,8,5,0.0
9235,14.0,7,13,4,0.0
9236,32.0,10,10,4,0.0
9237,52.0,13,7,3,0.0
9238,42.0,13,7,8,0.0
9239,40.0,12,8,6,0.0
9240,32.0,9,11,1,0.0
9241,34.0,10,10,3,0.0
9242,44.0,11,9,1,0.0
9243,34.0,10,10,3,0.0
9244,54.0,13,7,2,0.0
9245,30.0,10,10,5,0.0
9246,44.0,11,9,1,0.0
9247,34.0,10,10,3,0.0
9248,0.0,5,15,5,244792928.0
9249,28.0,9,11,3,0.0
9250,50.0,12,8,1,0.0
9251,42.0,11,9,2,0.0
9252,36.0,10,10,2,0.0
9253,62.0,15,5,4,0.0
9254,40.0,11,9,3,0.0
9255,32.0,9,11,1,0.0
9256,-2.0,4,16,3,0.0
9257,42.0,11,9,2,0.0
9258,60.0,14,6,2,0.0
9259,48.0,12,8,2,0.0
9260,38.0,12,8,7,0.0
9261,30.0,10,10,5,0.0
9262,50.0,12,8,1,0.0
9263,30.0,9,11,2,0.0
9264,14.0,7,13,4,0.0
9265,40.0,10,10,0,0.0
9266,30.0,9,11,2,0.0
9267,52.0,13,7,3,0.0
9268,52.0,12,8,0,0.0
9269,60.0,14,6,2,0.0
9270,40.0,11,9,3,0.0
9271,54.0,13,7,2,0.0
9272,54.0,13,7,2,0.0
9273,24.0,8,12,2,0.0
9274,54.0,14,6,5,0.0
9275,44.0,12,8,4,0.0
