Episode,Total Reward,Hits,False Positives,Repeats,Avg Loss
3100,14.0,7,13,4,0.0
3101,28.0,9,11,3,0.0
3102,24.0,9,11,5,0.0
3103,40.0,11,9,3,0.0
3104,22.0,9,11,6,24.074180285135906
3105,40.0,11,9,3,0.0
3106,38.0,10,10,1,0.0
3107,30.0,9,11,2,0.0
3108,26.0,10,10,7,0.0
3109,36.0,10,10,2,0.0
3110,28.0,9,11,3,0.0
3111,26.0,9,11,4,0.0
3112,30.0,9,11,2,0.0
3113,32.0,9,11,1,0.0
3114,24.0,8,12,2,0.0
3115,32.0,9,11,1,0.0
3116,10.0,6,14,3,0.0
3117,50.0,12,8,1,0.0
3118,10.0,5,15,0,0.0
3119,32.0,9,11,1,0.0
3120,24.0,8,12,2,0.0
3121,30.0,9,11,2,0.0
3122,44.0,11,9,1,0.0
3123,0.0,4,16,2,0.0
3124,30.0,9,11,2,0.0
3125,20.0,8,12,4,0.0
3126,-2.0,4,16,3,0.0
3127,2.0,4,16,1,0.0
3128,12.0,7,13,5,0.0
3129,34.0,10,10,3,0.0
3130,54.0,13,7,2,0.0
3131,18.0,7,13,2,0.0
3132,32.0,9,11,1,0.0
3133,36.0,10,10,2,0.0
3134,38.0,11,9,4,0.0
3135,10.0,6,14,3,0.0
3136,6.0,5,15,2,309.81493123372394
3137,8.0,5,15,1,0.0
3138,34.0,10,10,3,0.0
3139,20.0,7,13,1,0.0
3140,34.0,10,10,3,0.0
3141,16.0,7,13,3,0.0
3142,30.0,9,11,2,0.0
3143,38.0,10,10,1,0.0
3144,28.0,9,11,3,0.0
3145,48.0,12,8,2,0.0
3146,10.0,7,13,6,0.0
3147,36.0,10,10,2,0.0
3148,26.0,8,12,1,0.0
3149,20.0,7,13,1,0.0
3150,18.0,8,12,5,0.0
3151,22.0,8,12,3,0.0
3152,20.0,7,13,1,0.0
3153,26.0,8,12,1,0.0
3154,28.0,9,11,3,0.0
3155,38.0,10,10,1,0.0
3156,36.0,10,10,2,0.0
3157,8.0,6,14,4,0.0
3158,44.0,11,9,1,0.0
3159,26.0,8,12,1,0.0
3160,22.0,8,12,3,0.0
3161,18.0,7,13,2,0.0
3162,28.0,9,11,3,0.0
3163,22.0,8,12,3,0.0
3164,4.0,5,15,3,0.0
3165,24.0,9,11,5,0.0
3166,10.0,6,14,3,0.0
3167,22.0,8,12,3,0.0
3168,26.0,9,11,4,15.052903811136881
3169,20.0,8,12,4,0.0
3170,50.0,12,8,1,0.0
3171,42.0,11,9,2,0.0
3172,2.0,4,16,1,0.0
3173,32.0,9,11,1,0.0
3174,26.0,8,12,1,0.0
3175,36.0,10,10,2,0.0
3176,20.0,7,13,1,0.0
3177,4.0,5,15,3,0.0
3178,10.0,6,14,3,0.0
3179,52.0,12,8,0,0.0
3180,24.0,8,12,2,0.0
3181,40.0,10,10,0,0.0
3182,14.0,7,13,4,0.0
3183,10.0,6,14,3,0.0
3184,42.0,11,9,2,0.0
3185,22.0,8,12,3,0.0
3186,20.0,8,12,4,0.0
3187,16.0,8,12,6,0.0
3188,50.0,12,8,1,0.0
3189,32.0,9,11,1,0.0
3190,30.0,9,11,2,0.0
3191,20.0,8,12,4,0.0
3192,30.0,9,11,2,0.0
3193,10.0,7,13,6,0.0
3194,30.0,9,11,2,0.0
3195,58.0,14,6,3,0.0
3196,16.0,8,12,6,0.0
3197,30.0,9,11,2,0.0
3198,36.0,10,10,2,0.0
3199,36.0,10,10,2,0.0
3200,34.0,10,10,3,35979.176432291664
3201,46.0,12,8,3,0.0
3202,20.0,7,13,1,0.0
3203,42.0,11,9,2,0.0
3204,30.0,9,11,2,0.0
3205,54.0,13,7,2,0.0
3206,48.0,12,8,2,0.0
3207,38.0,11,9,4,0.0
3208,28.0,9,11,3,0.0
3209,22.0,7,13,0,0.0
3210,16.0,7,13,3,0.0
3211,16.0,7,13,3,0.0
3212,38.0,10,10,1,0.0
3213,36.0,10,10,2,0.0
3214,24.0,8,12,2,0.0
3215,2.0,4,16,1,0.0
3216,26.0,9,11,4,0.0
3217,34.0,10,10,3,0.0
3218,20.0,7,13,1,0.0
3219,30.0,10,10,5,0.0
3220,72.0,16,4,2,0.0
3221,12.0,6,14,2,0.0
3222,34.0,10,10,3,0.0
3223,18.0,7,13,2,0.0
3224,26.0,9,11,4,0.0
3225,16.0,7,13,3,0.0
3226,8.0,6,14,4,0.0
3227,24.0,8,12,2,0.0
3228,26.0,8,12,1,0.0
3229,48.0,12,8,2,0.0
3230,18.0,7,13,2,0.0
3231,26.0,8,12,1,0.0
3232,16.0,7,13,3,158.40800603230795
3233,32.0,9,11,1,0.0
3234,40.0,10,10,0,0.0
3235,26.0,8,12,1,0.0
3236,22.0,8,12,3,0.0
3237,24.0,8,12,2,0.0
3238,52.0,12,8,0,0.0
3239,12.0,6,14,2,0.0
3240,30.0,9,11,2,0.0
3241,18.0,8,12,5,0.0
3242,18.0,7,13,2,0.0
3243,38.0,10,10,1,0.0
3244,40.0,10,10,0,0.0
3245,8.0,7,13,7,0.0
3246,22.0,7,13,0,0.0
3247,30.0,9,11,2,0.0
3248,36.0,10,10,2,0.0
3249,10.0,5,15,0,0.0
3250,18.0,7,13,2,0.0
3251,18.0,8,12,5,0.0
3252,26.0,8,12,1,0.0
3253,28.0,9,11,3,0.0
3254,36.0,10,10,2,0.0
3255,14.0,7,13,4,0.0
3256,24.0,9,11,5,0.0
3257,22.0,8,12,3,0.0
3258,32.0,10,10,4,0.0
3259,40.0,11,9,3,0.0
3260,38.0,10,10,1,0.0
3261,16.0,7,13,3,0.0
3262,32.0,9,11,1,0.0
3263,16.0,7,13,3,0.0
3264,24.0,8,12,2,357.47912851969403
3265,26.0,9,11,4,0.0
3266,32.0,10,10,4,0.0
3267,38.0,10,10,1,0.0
3268,38.0,10,10,1,0.0
3269,32.0,9,11,1,0.0
3270,12.0,6,14,2,0.0
3271,22.0,7,13,0,0.0
3272,60.0,14,6,2,0.0
3273,2.0,5,15,4,0.0
3274,38.0,10,10,1,0.0
3275,54.0,13,7,2,0.0
3276,38.0,10,10,1,0.0
3277,12.0,6,14,2,0.0
3278,18.0,7,13,2,0.0
3279,44.0,12,8,4,0.0
3280,16.0,7,13,3,0.0
3281,12.0,6,14,2,0.0
3282,64.0,15,5,3,0.0
3283,10.0,6,14,3,0.0
3284,20.0,8,12,4,0.0
3285,44.0,11,9,1,0.0
3286,28.0,9,11,3,0.0
3287,18.0,7,13,2,0.0
3288,22.0,8,12,3,0.0
3289,24.0,8,12,2,0.0
3290,28.0,9,11,3,0.0
3291,38.0,10,10,1,0.0
3292,28.0,9,11,3,0.0
3293,16.0,7,13,3,0.0
3294,14.0,7,13,4,0.0
3295,20.0,8,12,4,0.0
3296,42.0,11,9,2,1761.150146484375
3297,16.0,8,12,6,0.0
3298,14.0,8,12,7,0.0
3299,40.0,11,9,3,0.0
3300,30.0,9,11,2,0.0
3301,-4.0,4,16,4,0.0
3302,32.0,9,11,1,0.0
3303,24.0,8,12,2,0.0
3304,36.0,10,10,2,0.0
3305,42.0,11,9,2,0.0
3306,36.0,11,9,5,0.0
3307,26.0,8,12,1,0.0
3308,20.0,7,13,1,0.0
3309,12.0,6,14,2,0.0
3310,32.0,9,11,1,0.0
3311,36.0,10,10,2,0.0
3312,30.0,9,11,2,0.0
3313,18.0,7,13,2,0.0
3314,30.0,9,11,2,0.0
3315,8.0,5,15,1,0.0
3316,18.0,7,13,2,0.0
3317,30.0,9,11,2,0.0
3318,18.0,7,13,2,0.0
3319,38.0,10,10,1,0.0
3320,32.0,9,11,1,0.0
3321,6.0,6,14,5,0.0
3322,30.0,9,11,2,0.0
3323,0.0,4,16,2,0.0
3324,50.0,12,8,1,0.0
3325,36.0,10,10,2,0.0
3326,22.0,8,12,3,0.0
3327,2.0,4,16,1,0.0
3328,30.0,10,10,5,615.1392923990885
3329,26.0,8,12,1,0.0
3330,20.0,7,13,1,0.0
3331,12.0,6,14,2,0.0
3332,26.0,9,11,4,0.0
3333,22.0,8,12,3,0.0
3334,2.0,5,15,4,0.0
3335,38.0,10,10,1,0.0
3336,10.0,6,14,3,0.0
3337,26.0,9,11,4,0.0
3338,26.0,8,12,1,0.0
3339,0.0,4,16,2,0.0
3340,40.0,11,9,3,0.0
3341,26.0,8,12,1,0.0
3342,38.0,10,10,1,0.0
3343,40.0,11,9,3,0.0
3344,18.0,7,13,2,0.0
3345,14.0,6,14,1,0.0
3346,30.0,9,11,2,0.0
3347,32.0,9,11,1,0.0
3348,4.0,4,16,0,0.0
3349,26.0,8,12,1,0.0
3350,26.0,8,12,1,0.0
3351,36.0,10,10,2,0.0
3352,28.0,8,12,0,0.0
3353,16.0,7,13,3,0.0
3354,2.0,4,16,1,0.0
3355,44.0,12,8,4,0.0
3356,42.0,11,9,2,0.0
3357,26.0,9,11,4,0.0
3358,8.0,5,15,1,0.0
3359,34.0,9,11,0,0.0
3360,26.0,9,11,4,517.1042022705078
3361,46.0,11,9,0,0.0
3362,22.0,8,12,3,0.0
3363,38.0,10,10,1,0.0
3364,46.0,12,8,3,0.0
3365,6.0,6,14,5,0.0
3366,22.0,8,12,3,0.0
3367,26.0,9,11,4,0.0
3368,44.0,12,8,4,0.0
3369,30.0,9,11,2,0.0
3370,14.0,7,13,4,0.0
3371,20.0,7,13,1,0.0
3372,30.0,9,11,2,0.0
3373,16.0,8,12,6,0.0
3374,18.0,7,13,2,0.0
3375,18.0,7,13,2,0.0
3376,36.0,10,10,2,0.0
3377,16.0,7,13,3,0.0
3378,14.0,6,14,1,0.0
3379,40.0,11,9,3,0.0
3380,24.0,8,12,2,0.0
3381,16.0,7,13,3,0.0
3382,20.0,8,12,4,0.0
3383,26.0,8,12,1,0.0
3384,58.0,14,6,3,0.0
3385,26.0,9,11,4,0.0
3386,18.0,7,13,2,0.0
3387,20.0,8,12,4,0.0
3388,34.0,10,10,3,0.0
3389,32.0,9,11,1,0.0
3390,4.0,5,15,3,0.0
3391,-4.0,3,17,1,0.0
3392,16.0,7,13,3,15149.779459635416
3393,40.0,11,9,3,0.0
3394,30.0,10,10,5,0.0
3395,36.0,10,10,2,0.0
3396,40.0,10,10,0,0.0
3397,40.0,11,9,3,0.0
3398,26.0,8,12,1,0.0
3399,22.0,8,12,3,0.0
3400,18.0,7,13,2,0.0
3401,20.0,7,13,1,0.0
3402,34.0,9,11,0,0.0
3403,10.0,7,13,6,0.0
3404,24.0,8,12,2,0.0
3405,14.0,8,12,7,0.0
3406,16.0,7,13,3,0.0
3407,16.0,6,14,0,0.0
3408,50.0,13,7,4,0.0
3409,20.0,7,13,1,0.0
3410,16.0,7,13,3,0.0
3411,20.0,9,11,7,0.0
3412,28.0,9,11,3,0.0
3413,20.0,7,13,1,0.0
3414,48.0,12,8,2,0.0
3415,28.0,9,11,3,0.0
3416,40.0,10,10,0,0.0
3417,24.0,8,12,2,0.0
3418,34.0,10,10,3,0.0
3419,38.0,10,10,1,0.0
3420,0.0,4,16,2,0.0
3421,22.0,8,12,3,0.0
3422,28.0,9,11,3,0.0
3423,32.0,9,11,1,0.0
3424,14.0,6,14,1,39899.536783854164
3425,12.0,6,14,2,0.0
3426,10.0,6,14,3,0.0
3427,38.0,11,9,4,0.0
3428,4.0,5,15,3,0.0
3429,26.0,8,12,1,0.0
3430,18.0,7,13,2,0.0
3431,30.0,9,11,2,0.0
3432,16.0,7,13,3,0.0
3433,46.0,12,8,3,0.0
3434,44.0,12,8,4,0.0
3435,42.0,11,9,2,0.0
3436,20.0,7,13,1,0.0
3437,28.0,8,12,0,0.0
3438,44.0,11,9,1,0.0
3439,42.0,11,9,2,0.0
3440,22.0,8,12,3,0.0
3441,30.0,10,10,5,0.0
3442,22.0,8,12,3,0.0
3443,32.0,9,11,1,0.0
3444,50.0,12,8,1,0.0
3445,44.0,11,9,1,0.0
3446,0.0,4,16,2,0.0
3447,22.0,8,12,3,0.0
3448,20.0,8,12,4,0.0
3449,44.0,12,8,4,0.0
3450,24.0,8,12,2,0.0
3451,42.0,11,9,2,0.0
3452,14.0,7,13,4,0.0
3453,20.0,7,13,1,0.0
3454,28.0,9,11,3,0.0
3455,24.0,8,12,2,0.0
3456,28.0,8,12,0,71476.35677083333
3457,16.0,7,13,3,0.0
3458,44.0,11,9,1,0.0
3459,30.0,10,10,5,0.0
3460,20.0,8,12,4,0.0
3461,22.0,8,12,3,0.0
3462,28.0,9,11,3,0.0
3463,16.0,7,13,3,0.0
3464,2.0,5,15,4,0.0
3465,36.0,10,10,2,0.0
3466,38.0,10,10,1,0.0
3467,22.0,8,12,3,0.0
3468,20.0,7,13,1,0.0
3469,32.0,9,11,1,0.0
3470,16.0,7,13,3,0.0
3471,20.0,7,13,1,0.0
3472,18.0,7,13,2,0.0
3473,32.0,10,10,4,0.0
3474,30.0,9,11,2,0.0
3475,22.0,8,12,3,0.0
3476,32.0,9,11,1,0.0
3477,-2.0,4,16,3,0.0
3478,34.0,10,10,3,0.0
3479,32.0,9,11,1,0.0
3480,26.0,9,11,4,0.0
3481,34.0,10,10,3,0.0
3482,48.0,12,8,2,0.0
3483,4.0,5,15,3,0.0
3484,40.0,11,9,3,0.0
3485,18.0,7,13,2,0.0
3486,12.0,6,14,2,0.0
3487,16.0,7,13,3,0.0
3488,40.0,10,10,0,4173.978597005208
3489,22.0,8,12,3,0.0
3490,22.0,7,13,0,0.0
3491,20.0,7,13,1,0.0
3492,24.0,9,11,5,0.0
3493,14.0,7,13,4,0.0
3494,6.0,5,15,2,0.0
3495,16.0,7,13,3,0.0
3496,40.0,10,10,0,0.0
3497,50.0,13,7,4,0.0
3498,32.0,9,11,1,0.0
3499,16.0,7,13,3,0.0
3500,52.0,13,7,3,0.0
3501,30.0,9,11,2,0.0
3502,30.0,9,11,2,0.0
3503,42.0,11,9,2,0.0
3504,44.0,12,8,4,0.0
3505,44.0,11,9,1,0.0
3506,28.0,9,11,3,0.0
3507,50.0,12,8,1,0.0
3508,22.0,8,12,3,0.0
3509,28.0,9,11,3,0.0
3510,36.0,10,10,2,0.0
3511,56.0,13,7,1,0.0
3512,-2.0,4,16,3,0.0
3513,34.0,10,10,3,0.0
3514,44.0,12,8,4,0.0
3515,42.0,11,9,2,0.0
3516,20.0,8,12,4,0.0
3517,2.0,5,15,4,0.0
3518,12.0,6,14,2,0.0
3519,18.0,7,13,2,0.0
3520,50.0,12,8,1,95729.47265625
3521,34.0,10,10,3,0.0
3522,26.0,8,12,1,0.0
3523,28.0,8,12,0,0.0
3524,8.0,7,13,7,0.0
3525,32.0,10,10,4,0.0
3526,28.0,9,11,3,0.0
3527,28.0,8,12,0,0.0
3528,38.0,10,10,1,0.0
3529,30.0,9,11,2,0.0
3530,46.0,11,9,0,0.0
3531,34.0,9,11,0,0.0
3532,50.0,12,8,1,0.0
3533,38.0,10,10,1,0.0
3534,40.0,11,9,3,0.0
3535,32.0,9,11,1,0.0
3536,12.0,6,14,2,0.0
3537,34.0,9,11,0,0.0
3538,8.0,5,15,1,0.0
3539,34.0,9,11,0,0.0
3540,50.0,12,8,1,0.0
3541,18.0,7,13,2,0.0
3542,42.0,11,9,2,0.0
3543,34.0,10,10,3,0.0
3544,32.0,10,10,4,0.0
3545,48.0,13,7,5,0.0
3546,8.0,6,14,4,0.0
3547,4.0,4,16,0,0.0
3548,28.0,9,11,3,0.0
3549,30.0,9,11,2,0.0
3550,38.0,11,9,4,0.0
3551,30.0,9,11,2,0.0
3552,30.0,9,11,2,4795.870198567708
3553,34.0,10,10,3,0.0
3554,26.0,8,12,1,0.0
3555,12.0,6,14,2,0.0
3556,54.0,13,7,2,0.0
3557,4.0,5,15,3,0.0
3558,32.0,10,10,4,0.0
3559,12.0,6,14,2,0.0
3560,26.0,9,11,4,0.0
3561,32.0,9,11,1,0.0
3562,10.0,6,14,3,0.0
3563,18.0,7,13,2,0.0
3564,34.0,10,10,3,0.0
3565,20.0,8,12,4,0.0
3566,30.0,9,11,2,0.0
3567,2.0,5,15,4,0.0
3568,46.0,12,8,3,0.0
3569,26.0,9,11,4,0.0
3570,40.0,11,9,3,0.0
3571,18.0,7,13,2,0.0
3572,-10.0,3,17,4,0.0
3573,6.0,6,14,5,0.0
3574,40.0,10,10,0,0.0
3575,24.0,9,11,5,0.0
3576,24.0,8,12,2,0.0
3577,42.0,11,9,2,0.0
3578,14.0,7,13,4,0.0
3579,-14.0,2,18,3,0.0
3580,22.0,7,13,0,0.0
3581,48.0,12,8,2,0.0
3582,6.0,6,14,5,0.0
3583,24.0,8,12,2,0.0
3584,24.0,8,12,2,1210.8617045084636
3585,42.0,11,9,2,0.0
3586,8.0,5,15,1,0.0
3587,30.0,9,11,2,0.0
3588,26.0,8,12,1,0.0
3589,22.0,8,12,3,0.0
3590,-4.0,5,15,7,0.0
3591,26.0,8,12,1,0.0
3592,12.0,6,14,2,0.0
3593,22.0,8,12,3,0.0
3594,32.0,9,11,1,0.0
3595,22.0,8,12,3,0.0
3596,10.0,6,14,3,0.0
3597,40.0,11,9,3,0.0
3598,56.0,14,6,4,0.0
3599,28.0,9,11,3,0.0
3600,28.0,9,11,3,0.0
3601,38.0,11,9,4,0.0
3602,30.0,10,10,5,0.0
3603,16.0,7,13,3,0.0
3604,6.0,5,15,2,0.0
3605,32.0,9,11,1,0.0
3606,34.0,10,10,3,0.0
3607,18.0,7,13,2,0.0
3608,44.0,11,9,1,0.0
3609,42.0,11,9,2,0.0
3610,40.0,11,9,3,0.0
3611,48.0,12,8,2,0.0
3612,56.0,13,7,1,0.0
3613,34.0,10,10,3,0.0
3614,36.0,11,9,5,0.0
3615,10.0,6,14,3,0.0
3616,12.0,6,14,2,217.4729321797689
3617,16.0,7,13,3,0.0
3618,22.0,9,11,6,0.0
3619,-2.0,4,16,3,0.0
3620,26.0,9,11,4,0.0
3621,24.0,8,12,2,0.0
3622,36.0,10,10,2,0.0
3623,42.0,11,9,2,0.0
3624,32.0,9,11,1,0.0
3625,42.0,11,9,2,0.0
3626,46.0,11,9,0,0.0
3627,18.0,7,13,2,0.0
3628,22.0,8,12,3,0.0
3629,48.0,12,8,2,0.0
3630,6.0,5,15,2,0.0
3631,30.0,9,11,2,0.0
3632,46.0,12,8,3,0.0
3633,36.0,10,10,2,0.0
3634,44.0,11,9,1,0.0
3635,22.0,8,12,3,0.0
3636,8.0,6,14,4,0.0
3637,32.0,11,9,7,0.0
3638,16.0,7,13,3,0.0
3639,14.0,7,13,4,0.0
3640,32.0,10,10,4,0.0
3641,58.0,14,6,3,0.0
3642,26.0,8,12,1,0.0
3643,46.0,11,9,0,0.0
3644,4.0,5,15,3,0.0
3645,26.0,8,12,1,0.0
3646,42.0,11,9,2,0.0
3647,14.0,7,13,4,0.0
3648,22.0,7,13,0,2830.0388793945312
3649,28.0,9,11,3,0.0
3650,24.0,8,12,2,0.0
3651,14.0,7,13,4,0.0
3652,28.0,9,11,3,0.0
3653,26.0,8,12,1,0.0
3654,32.0,9,11,1,0.0
3655,28.0,8,12,0,0.0
3656,30.0,10,10,5,0.0
3657,38.0,10,10,1,0.0
3658,28.0,10,10,6,0.0
3659,8.0,6,14,4,0.0
3660,32.0,9,11,1,0.0
3661,48.0,12,8,2,0.0
3662,28.0,9,11,3,0.0
3663,36.0,10,10,2,0.0
3664,32.0,9,11,1,0.0
3665,14.0,6,14,1,0.0
3666,28.0,8,12,0,0.0
3667,40.0,11,9,3,0.0
3668,14.0,6,14,1,0.0
3669,20.0,8,12,4,0.0
3670,46.0,11,9,0,0.0
3671,10.0,6,14,3,0.0
3672,38.0,10,10,1,0.0
3673,40.0,11,9,3,0.0
3674,54.0,13,7,2,0.0
3675,38.0,10,10,1,0.0
3676,40.0,11,9,3,0.0
3677,16.0,6,14,0,0.0
3678,14.0,7,13,4,0.0
3679,44.0,12,8,4,0.0
3680,28.0,9,11,3,28958.840657552082
3681,20.0,7,13,1,0.0
3682,14.0,6,14,1,0.0
3683,24.0,8,12,2,0.0
3684,42.0,11,9,2,0.0
3685,20.0,8,12,4,0.0
3686,26.0,9,11,4,0.0
3687,22.0,8,12,3,0.0
3688,42.0,11,9,2,0.0
3689,16.0,6,14,0,0.0
3690,20.0,8,12,4,0.0
3691,34.0,10,10,3,0.0
3692,34.0,10,10,3,0.0
3693,40.0,11,9,3,0.0
3694,48.0,12,8,2,0.0
3695,10.0,6,14,3,0.0
3696,40.0,11,9,3,0.0
3697,42.0,11,9,2,0.0
3698,28.0,9,11,3,0.0
3699,46.0,11,9,0,0.0
3700,12.0,6,14,2,0.0
3701,50.0,12,8,1,0.0
3702,42.0,11,9,2,0.0
3703,10.0,6,14,3,0.0
3704,54.0,13,7,2,0.0
3705,34.0,9,11,0,0.0
3706,34.0,10,10,3,0.0
3707,32.0,9,11,1,0.0
3708,38.0,11,9,4,0.0
3709,24.0,9,11,5,0.0
3710,24.0,9,11,5,0.0
3711,18.0,7,13,2,0.0
3712,30.0,10,10,5,5979.84521484375
3713,32.0,9,11,1,0.0
3714,50.0,12,8,1,0.0
3715,10.0,7,13,6,0.0
3716,38.0,10,10,1,0.0
3717,24.0,9,11,5,0.0
3718,20.0,8,12,4,0.0
3719,38.0,10,10,1,0.0
3720,46.0,12,8,3,0.0
3721,20.0,7,13,1,0.0
3722,28.0,8,12,0,0.0
3723,44.0,12,8,4,0.0
3724,34.0,10,10,3,0.0
3725,42.0,11,9,2,0.0
3726,30.0,9,11,2,0.0
3727,32.0,10,10,4,0.0
3728,20.0,7,13,1,0.0
3729,40.0,11,9,3,0.0
3730,26.0,9,11,4,0.0
3731,42.0,12,8,5,0.0
3732,10.0,6,14,3,0.0
3733,38.0,11,9,4,0.0
3734,22.0,8,12,3,0.0
3735,48.0,12,8,2,0.0
3736,26.0,9,11,4,0.0
3737,26.0,8,12,1,0.0
3738,24.0,8,12,2,0.0
3739,28.0,9,11,3,0.0
3740,42.0,12,8,5,0.0
3741,32.0,9,11,1,0.0
3742,22.0,7,13,0,0.0
3743,8.0,6,14,4,0.0
3744,26.0,9,11,4,355266.9166666667
3745,12.0,6,14,2,0.0
3746,24.0,8,12,2,0.0
3747,42.0,11,9,2,0.0
3748,8.0,5,15,1,0.0
3749,28.0,8,12,0,0.0
3750,12.0,6,14,2,0.0
3751,18.0,7,13,2,0.0
3752,36.0,10,10,2,0.0
3753,28.0,8,12,0,0.0
3754,36.0,11,9,5,0.0
3755,32.0,10,10,4,0.0
3756,18.0,7,13,2,0.0
3757,40.0,10,10,0,0.0
3758,48.0,12,8,2,0.0
3759,20.0,8,12,4,0.0
3760,6.0,6,14,5,0.0
3761,32.0,10,10,4,0.0
3762,54.0,13,7,2,0.0
3763,42.0,11,9,2,0.0
3764,44.0,11,9,1,0.0
3765,28.0,9,11,3,0.0
3766,20.0,7,13,1,0.0
3767,2.0,5,15,4,0.0
3768,44.0,11,9,1,0.0
3769,18.0,7,13,2,0.0
3770,46.0,12,8,3,0.0
3771,36.0,10,10,2,0.0
3772,10.0,6,14,3,0.0
3773,20.0,7,13,1,0.0
3774,32.0,10,10,4,0.0
3775,40.0,11,9,3,0.0
3776,30.0,9,11,2,1060.695576985677
3777,30.0,9,11,2,0.0
3778,48.0,13,7,5,0.0
3779,22.0,8,12,3,0.0
3780,24.0,8,12,2,0.0
3781,12.0,6,14,2,0.0
3782,6.0,5,15,2,0.0
3783,34.0,9,11,0,0.0
3784,34.0,9,11,0,0.0
3785,40.0,11,9,3,0.0
3786,26.0,8,12,1,0.0
3787,24.0,8,12,2,0.0
3788,26.0,9,11,4,0.0
3789,32.0,9,11,1,0.0
3790,22.0,7,13,0,0.0
3791,26.0,9,11,4,0.0
3792,34.0,10,10,3,0.0
3793,30.0,10,10,5,0.0
3794,32.0,10,10,4,0.0
3795,38.0,10,10,1,0.0
3796,44.0,12,8,4,0.0
3797,32.0,9,11,1,0.0
3798,26.0,8,12,1,0.0
3799,52.0,13,7,3,0.0
3800,24.0,8,12,2,0.0
3801,40.0,11,9,3,0.0
3802,46.0,12,8,3,0.0
3803,46.0,12,8,3,0.0
3804,32.0,10,10,4,0.0
3805,8.0,6,14,4,0.0
3806,28.0,9,11,3,0.0
3807,10.0,5,15,0,0.0
3808,10.0,6,14,3,77985848.0
3809,38.0,10,10,1,0.0
3810,48.0,12,8,2,0.0
3811,44.0,11,9,1,0.0
3812,14.0,7,13,4,0.0
3813,30.0,9,11,2,0.0
3814,56.0,13,7,1,0.0
3815,4.0,6,14,6,0.0
3816,28.0,9,11,3,0.0
3817,22.0,8,12,3,0.0
3818,46.0,12,8,3,0.0
3819,32.0,10,10,4,0.0
3820,36.0,11,9,5,0.0
3821,18.0,7,13,2,0.0
3822,64.0,14,6,0,0.0
3823,18.0,7,13,2,0.0
3824,14.0,6,14,1,0.0
3825,66.0,15,5,2,0.0
3826,42.0,12,8,5,0.0
3827,34.0,10,10,3,0.0
3828,22.0,8,12,3,0.0
3829,20.0,7,13,1,0.0
3830,10.0,7,13,6,0.0
3831,50.0,12,8,1,0.0
3832,38.0,11,9,4,0.0
3833,26.0,8,12,1,0.0
3834,26.0,8,12,1,0.0
3835,22.0,8,12,3,0.0
3836,8.0,5,15,1,0.0
3837,26.0,9,11,4,0.0
3838,30.0,9,11,2,0.0
3839,26.0,9,11,4,0.0
3840,12.0,6,14,2,9093.043863932291
3841,-4.0,3,17,1,0.0
3842,26.0,9,11,4,0.0
3843,34.0,11,9,6,0.0
3844,42.0,11,9,2,0.0
3845,38.0,11,9,4,0.0
3846,42.0,12,8,5,0.0
3847,20.0,9,11,7,0.0
3848,18.0,7,13,2,0.0
3849,20.0,7,13,1,0.0
3850,4.0,5,15,3,0.0
3851,16.0,7,13,3,0.0
3852,44.0,12,8,4,0.0
3853,62.0,14,6,1,0.0
3854,32.0,10,10,4,0.0
3855,18.0,8,12,5,0.0
3856,40.0,11,9,3,0.0
3857,32.0,9,11,1,0.0
3858,20.0,7,13,1,0.0
3859,44.0,11,9,1,0.0
3860,48.0,12,8,2,0.0
3861,34.0,9,11,0,0.0
3862,8.0,5,15,1,0.0
3863,24.0,8,12,2,0.0
3864,44.0,11,9,1,0.0
3865,8.0,6,14,4,0.0
3866,20.0,7,13,1,0.0
3867,12.0,6,14,2,0.0
3868,22.0,7,13,0,0.0
3869,38.0,10,10,1,0.0
3870,30.0,9,11,2,0.0
3871,44.0,11,9,1,0.0
3872,48.0,13,7,5,22459.661458333332
3873,40.0,11,9,3,0.0
3874,28.0,8,12,0,0.0
3875,50.0,12,8,1,0.0
3876,14.0,6,14,1,0.0
3877,54.0,14,6,5,0.0
3878,20.0,7,13,1,0.0
3879,16.0,7,13,3,0.0
3880,46.0,12,8,3,0.0
3881,12.0,6,14,2,0.0
3882,34.0,10,10,3,0.0
3883,44.0,11,9,1,0.0
3884,36.0,10,10,2,0.0
3885,28.0,9,11,3,0.0
3886,40.0,11,9,3,0.0
3887,22.0,8,12,3,0.0
3888,36.0,10,10,2,0.0
3889,28.0,8,12,0,0.0
3890,22.0,9,11,6,0.0
3891,26.0,9,11,4,0.0
3892,40.0,11,9,3,0.0
3893,38.0,10,10,1,0.0
3894,28.0,8,12,0,0.0
3895,28.0,9,11,3,0.0
3896,20.0,8,12,4,0.0
3897,20.0,7,13,1,0.0
3898,24.0,8,12,2,0.0
3899,18.0,7,13,2,0.0
3900,48.0,12,8,2,0.0
3901,8.0,6,14,4,0.0
3902,22.0,8,12,3,0.0
3903,16.0,6,14,0,0.0
3904,40.0,11,9,3,2411578.75
3905,46.0,13,7,6,0.0
3906,22.0,7,13,0,0.0
3907,4.0,5,15,3,0.0
3908,2.0,5,15,4,0.0
3909,20.0,8,12,4,0.0
3910,18.0,8,12,5,0.0
3911,18.0,7,13,2,0.0
3912,22.0,9,11,6,0.0
3913,32.0,9,11,1,0.0
3914,28.0,9,11,3,0.0
