Episode,AverageReward,Hits,FalsePositives,Repeats
803,-1.775000037625432,0,2,16
804,3.589999976567924,2,1,13
805,-0.35999999660998583,0,2,0
806,-0.5250000040978193,0,1,2
807,4.81999977491796,2,0,0
808,-0.5700000040233135,0,2,2
809,2.1249998854473233,1,0,1
810,-0.2800000011920929,0,1,1
811,-0.44000000040978193,0,1,0
812,-0.24999999906867743,0,1,0
813,-0.32999999541789293,0,2,0
814,-0.24499999918043613,0,0,0
815,6.080000074580312,3,0,13
816,2.049999887123704,1,0,1
817,-0.39500000048428774,0,2,0
818,-0.31999999564141035,0,0,0
819,-1.60000004991889,0,2,13
820,-1.9400000609457493,0,3,15
821,3.099999910220504,2,0,18
822,-1.935000067576766,0,2,17
823,3.4499999284744263,2,0,14
824,-3.0650000795722008,0,4,26
825,0.5549998134374619,1,1,17
826,-3.310000069439411,0,5,28
827,-3.2600000612437725,0,4,29
828,-1.9350000638514757,0,3,15
829,4.7649998823180795,2,0,1
830,-0.39000000059604645,0,1,0
831,-0.33500000182539225,0,1,2
832,-0.25999999791383743,0,2,0
833,2.2299998896196485,1,0,0
834,-0.5100000044330955,0,2,2
835,-0.26999999582767487,0,2,0
836,-1.9650000352412462,0,3,17
837,-1.0700000189244747,0,3,8
838,1.039999975822866,1,0,14
839,-0.45500000193715096,0,2,1
840,5.67499971203506,3,0,16
841,0.6099998187273741,1,1,16
842,-0.28999999538064003,0,1,0
843,-0.2750000022351742,0,2,1
844,-0.3450000062584877,0,1,2
845,3.089999958872795,2,1,18
846,-1.8700000420212746,0,3,15
847,-1.510000024922192,0,2,13
848,-0.850000012665987,1,2,31
849,-3.260000064969063,0,4,29
850,-0.23999999929219484,0,0,0
851,-0.19499999843537807,0,1,0
852,-0.16500000189989805,0,1,0
853,-0.16500000189989805,0,1,0
854,-0.20999999716877937,0,2,0
855,2.255000002682209,1,1,0
856,-0.36500000208616257,0,1,1
857,-0.2850000001490116,0,0,0
858,1.6099999826401472,1,1,5
859,5.719999925233424,3,0,16
860,-1.8350000623613596,0,2,15
861,-3.0700000571087003,0,3,28
862,-3.210000067949295,0,4,29
863,-1.8500000275671482,0,1,18
864,-1.715000031515956,0,2,16
865,4.695000022649765,3,4,22
866,-3.2150000520050526,0,2,31
867,-3.4150000736117363,0,4,31
868,-0.3750001825392246,1,2,25
869,-1.215000031515956,0,2,9
870,4.90999988745898,2,0,0
871,-0.2999999998137355,0,1,0
872,-0.18999999947845936,0,1,0
873,-1.505000039935112,0,1,11
874,3.3850000677630305,2,1,14
875,-1.9200000409036875,0,3,16
876,-1.9000000692903996,0,2,17
877,-1.8350000623613596,0,3,15
878,-0.4500000076368451,0,2,2
879,-1.6550000542774796,0,2,14
880,-1.820000035688281,0,1,17
881,-0.3699999963864684,0,2,0
882,-0.23499999567866325,0,0,0
883,-0.36499999556690454,0,0,0
884,-0.14000001177191734,1,2,22
885,-0.4699999997392297,0,2,1
886,-1.6500000590458512,0,2,14
887,-1.8450000695884228,0,1,16
888,-1.8200000347569585,0,1,16
889,-1.9600000390782952,0,2,18
890,-1.7100000279024243,0,1,16
891,-0.25499999802559614,0,2,0
892,-0.14499999769032001,0,0,0
893,-0.38500000163912773,0,2,0
894,-0.11500000115483999,0,0,0
895,-0.1100000012665987,0,1,0
896,-0.06500000040978193,0,1,0
897,3.1950000701472163,2,0,18
898,-1.9100000346079469,0,2,18
899,-3.310000065714121,0,3,31
900,-1.700000025331974,0,2,15
901,-2.110000044107437,0,2,19
902,2.3700000010430813,1,0,0
903,2.3649998866021633,1,0,0
904,-0.4249999998137355,0,2,1
905,-2.0900000780820847,0,2,19
906,3.2849998576566577,2,0,17
907,0.5949999652802944,1,0,18
908,-0.3850000025704503,0,1,2
909,2.264999999664724,1,0,1
910,-0.24000000022351742,0,1,0
911,-0.3399999998509884,0,0,0
912,-0.2949999989941716,0,1,0
913,2.2149998852983117,1,0,1
914,-0.24999999813735485,0,2,0
915,-1.7050000559538603,0,3,13
916,-0.27999999560415745,0,1,0
917,-0.18499999959021807,0,1,0
918,-0.28999999910593033,0,2,0
919,-0.17999999970197678,0,0,0
920,-0.15499999839812517,0,1,0
921,-1.8150000320747495,0,1,17
922,-0.5900000166147947,0,2,4
923,-0.1549999974668026,0,1,0
924,-0.2250000024214387,0,1,0
925,-1.5100000258535147,0,2,14
926,-0.24000000022351742,0,2,0
927,-0.3450000025331974,0,1,1
928,-1.0550000192597508,0,1,9
929,-1.710000024177134,0,3,15
930,-0.1449999986216426,0,1,0
931,-0.004999999888241291,0,0,0
932,-0.1499999975785613,0,0,0
933,-1.7000000532716513,0,1,14
934,-2.0100000388920307,0,1,19
935,-0.06000000052154064,0,1,0
936,-0.29999999795109034,0,1,0
937,2.4050000021234155,1,0,0
938,-1.655000027269125,0,2,15
939,0.489999957382679,1,0,19
940,-1.7650000285357237,0,1,17
941,-1.8550000311806798,0,2,17
942,-1.9550000317394733,0,1,19
943,-0.05000000074505806,0,0,0
944,-0.1100000012665987,0,1,0
945,-0.24499999545514584,0,0,0
946,-1.5600000228732824,0,1,14
947,-2.0400000754743814,0,2,18
948,-0.19499999843537807,0,1,0
949,-0.25499999802559614,0,1,0
950,-0.10500000137835741,0,1,0
951,2.1849999958649278,1,0,1
952,-0.2200000025331974,0,1,0
953,-0.24999999813735485,0,1,0
954,-0.7649999707937241,1,2,30
955,-3.6550000607967377,0,2,35
956,-1.9100000374019146,0,1,18
957,-2.0550000332295895,0,2,19
958,-3.6050000563263893,0,2,35
959,-1.9550000745803118,0,1,18
960,-1.6550000561401248,0,2,13
961,4.809999775141478,2,0,0
962,-0.19999999552965164,0,0,0
963,3.149999912828207,2,0,17
964,0.5549998134374619,1,2,17
965,-1.2000000374391675,0,2,9
966,-1.9500000746920705,0,1,18
967,-1.9550000745803118,0,1,18
968,-1.6900000609457493,0,2,14
969,-2.0500000789761543,0,1,19
970,-3.4050000570714474,0,3,32
971,-3.755000062286854,0,2,36
972,-1.7100000586360693,0,2,14
973,-0.4649999951943755,0,2,0
974,-0.2200000025331974,0,2,0
975,-0.15500000212341547,0,2,0
976,-0.21000000275671482,0,1,0
977,-0.11500000115483999,0,0,0
978,-1.8700000355020165,0,1,17
979,-1.8650000328198075,0,1,18
980,-1.9100000336766243,0,2,17
981,0.0,0,0,0
982,2.434999999590218,1,0,0
983,-1.8500000275671482,0,2,17
984,-0.10500000137835741,0,1,0
985,2.434999999590218,1,0,0
986,0.0,0,0,0
987,-0.05000000074505806,0,1,0
988,-0.10499999765306711,0,0,0
989,-0.14999999850988388,0,1,0
990,-0.09999999776482582,0,0,0
991,-0.3349999999627471,0,1,1
992,-0.28499999549239874,0,1,0
993,-0.19499999564141035,0,0,0
994,-0.1449999986216426,0,1,0
995,-0.24499999918043613,0,1,0
996,-0.24499999545514584,0,0,0
997,-0.28499999549239874,0,1,0
998,-0.19499999564141035,0,0,0
999,-2.0950000807642937,0,2,19
1000,-3.8050000593066216,0,2,37
1001,-3.9000000581145287,0,2,38
1002,-2.0450000762939453,0,1,19
1003,-1.9000000674277544,0,1,17
1004,-3.5550000593066216,0,2,34
1005,-3.6600000634789467,0,2,35
1006,-3.4600000604987144,0,3,32
1007,-3.8000000566244125,0,2,37
1008,-1.850000067614019,0,1,17
1009,-3.9000000581145287,0,2,38
1010,-1.955000039190054,0,3,17
1011,-1.7050000252202153,0,1,16
1012,-0.20499999728053808,0,0,0
1013,-0.1599999973550439,0,1,0
1014,4.904999887570739,2,0,0
1015,-0.05500000063329935,0,0,0
1016,-1.205000028014183,0,2,10
1017,-1.9500000290572643,0,1,19
1018,0.0,0,0,0
1019,-2.0000000335276127,0,2,19
1020,-0.20499999728053808,0,1,0
1021,-0.19499999564141035,0,0,0
1022,-0.19999999552965164,0,0,0
1023,-0.24499999545514584,0,1,0
1024,-0.10499999765306711,0,0,0
1025,-0.19999999832361937,0,2,0
1026,2.2999998833984137,1,0,1
1027,4.714999981224537,2,0,1
1028,-0.004999999888241291,0,0,0
1029,-0.1100000012665987,0,1,0
1030,-0.004999999888241291,0,0,0
1031,-0.1449999986216426,0,0,0
1032,-0.1399999987334013,0,0,0
1033,-0.19499999843537807,0,2,0
1034,2.449999999254942,1,0,0
1035,-0.20999999716877937,0,0,0
1036,-0.24499999545514584,0,0,0
1037,2.3999998876824975,1,0,0
1038,-0.09499999787658453,0,0,0
1039,-0.24999999813735485,0,2,0
1040,-0.06000000052154064,0,0,0
1041,-0.1399999987334013,0,1,0
1042,-0.10500000137835741,0,1,0
1043,-1.9550000317394733,0,1,19
1044,-3.405000064522028,0,2,32
1045,-1.9500000290572643,0,1,19
1046,-1.9000000320374966,0,2,18
1047,-1.7050000252202153,0,1,16
1048,-1.7550000259652734,0,1,17
1049,0.7949999747797847,1,1,16
1050,-0.09999999776482582,0,0,0
1051,-0.18999999947845936,0,0,0
1052,-2.0950000807642937,0,2,19
1053,0.4999998062849045,1,0,19
1054,-1.8450000677257776,0,1,17
1055,-1.9100000346079469,0,1,18
1056,-2.0050000362098217,0,1,19
1057,-1.8550000302493572,0,1,18
1058,-3.755000062286854,0,2,36
1059,-1.8050000267103314,0,1,17
1060,-1.8500000275671482,0,1,18
1061,-1.9000000320374966,0,2,18
1062,-2.150000039488077,0,2,20
1063,-1.9550000317394733,0,1,19
1064,-1.8550000675022602,0,1,17
1065,-0.1499999975785613,0,1,0
1066,-0.14999999850988388,0,1,0
1067,-0.1549999974668026,0,0,0
1068,-0.19499999843537807,0,2,0
1069,-2.0000000335276127,0,2,19
1070,-0.10500000137835741,0,0,0
1071,-0.19999999832361937,0,0,0
1072,-1.9450000673532486,0,2,17
1073,-0.18999999854713678,0,1,0
1074,-2.0950000807642937,0,2,19
1075,-3.8050000593066216,0,2,37
1076,-3.9000000581145287,0,2,38
1077,-3.9000000581145287,0,2,38
1078,0.4999998062849045,1,0,19
1079,-0.1449999986216426,0,0,0
1080,2.35500000230968,1,0,0
1081,-0.09999999776482582,0,0,0
1082,-0.11000000033527613,0,1,0
1083,0.0,0,0,0
1084,-2.0050000362098217,0,2,19
1085,-0.05500000063329935,0,0,0
1086,-0.24000000022351742,0,1,1
1087,-1.8450000677257776,0,1,17
1088,-1.7600000612437725,0,2,15
1089,-1.9000000674277544,0,2,16
1090,-1.9950000764802098,0,2,18
1091,-0.09999999776482582,0,0,0
1092,-1.9950000764802098,0,2,18
1093,-2.140000082552433,0,1,19
1094,-0.19499999936670065,0,1,0
1095,-0.014999999664723873,0,0,0
1096,-0.004999999888241291,0,0,0
1097,-3.9000000581145287,0,2,38
1098,-3.6600000634789467,0,2,35
1099,-3.9000000581145287,0,2,38
1100,-2.0500000789761543,0,1,19
1101,-2.0500000789761543,0,1,19
1102,-0.19999999552965164,0,0,0
1103,-0.28499999549239874,0,1,0
1104,-0.23499999567866325,0,1,0
1105,-0.2450000001117587,0,1,1
1106,-0.1449999986216426,0,1,0
1107,-0.2900000000372529,0,2,0
1108,-0.1399999987334013,0,1,0
1109,-0.14999999850988388,0,0,0
1110,-0.1449999986216426,0,0,0
1111,-0.5500000063329935,0,0,0
1112,-0.24499999545514584,0,0,0
1113,-0.09999999776482582,0,0,0
1114,0.0,0,0,0
1115,-2.0950000807642937,0,1,19
1116,-1.0500000156462193,0,2,9
1117,-1.86500003375113,0,2,17
1118,-0.19499999564141035,0,0,0
1119,-0.06000000052154064,0,0,0
1120,-1.9550000317394733,0,1,19
1121,-1.8550000302493572,0,1,18
1122,0.0,0,0,0
1123,2.3999998876824975,1,0,0
1124,0.0,0,0,0
1125,-1.9500000290572643,0,1,19
1126,-2.0500000789761543,0,1,19
1127,0.4999998062849045,1,0,19
1128,-3.5550000593066216,0,2,34
1129,-1.9550000317394733,0,1,19
1130,-0.28999999538064003,0,1,0
1131,-1.8550000311806798,0,2,17
1132,-0.24499999545514584,0,0,0
1133,0.45999980717897415,1,0,19
1134,0.45499980449676514,1,0,19
1135,-0.1499999975785613,0,1,0
1136,-0.1549999974668026,0,0,0
1137,-0.1549999974668026,0,0,0
1138,-0.1449999986216426,0,1,0
1139,-0.19999999552965164,0,0,0
1140,-0.09999999776482582,0,0,0
1141,-0.1549999974668026,0,0,0
1142,-0.24499999545514584,0,1,0
1143,-0.1499999975785613,0,1,0
1144,-0.004999999888241291,0,0,0
1145,-0.09999999776482582,0,0,0
1146,-0.1499999975785613,0,1,0
1147,-0.19499999843537807,0,2,0
1148,-0.10499999765306711,0,0,0
1149,-0.05500000063329935,0,0,0
1150,-2.0000000335276127,0,2,19
1151,-2.0000000335276127,0,2,19
1152,-1.15499996393919,1,2,35
1153,0.5549998115748167,1,0,18
1154,-0.05000000074505806,0,1,0
1155,-0.09999999776482582,0,0,0
1156,-0.5950000071898103,0,1,0
1157,-0.05500000063329935,0,1,0
1158,-1.8550000274553895,0,1,18
1159,0.8949999762699008,1,1,15
1160,-1.9550000317394733,0,1,19
1161,0.5999999716877937,1,0,19
1162,-2.0050000362098217,0,1,19
1163,-0.24499999545514584,0,1,0
1164,-0.19499999564141035,0,0,0
1165,-1.855000070296228,0,1,17
1166,-0.19999999552965164,0,0,0
1167,-2.0450000762939453,0,1,19
1168,-0.1449999986216426,0,1,0
1169,-0.09999999776482582,0,0,0
1170,-0.09999999776482582,0,0,0
1171,-0.09499999787658453,0,0,0
1172,0.0,0,0,0
1173,-0.10499999765306711,0,0,0
1174,-0.1549999974668026,0,1,0
1175,-2.060000043362379,0,1,19
1176,-1.8050000267103314,0,1,17
1177,-0.19499999564141035,0,0,0
1178,-1.995000073686242,0,2,18
1179,2.304999889805913,1,0,0
1180,-0.19999999552965164,0,0,0
1181,-0.10499999765306711,0,0,0
1182,4.90999988745898,2,0,0
1183,0.0,0,0,0
1184,0.799999974668026,1,0,17
1185,-0.1100000012665987,0,1,0
1186,-0.09999999776482582,0,0,0
1187,-0.09999999776482582,0,0,0
1188,-0.2500000027939677,0,1,1
1189,-1.9500000746920705,0,1,18
1190,-0.1499999975785613,0,1,0
1191,2.305000001564622,1,0,0
1192,-0.28999999538064003,0,0,0
1193,-0.09499999787658453,0,0,0
1194,-0.19499999843537807,0,1,0
1195,-1.9000000320374966,0,1,18
1196,-1.8500000657513738,0,2,16
1197,-0.004999999888241291,0,0,0
1198,0.0,0,0,0
1199,-0.05000000074505806,0,1,0
1200,-0.05000000074505806,0,1,0
1201,-0.05500000063329935,0,0,0
1202,-0.19499999843537807,0,2,0
1203,-0.19499999564141035,0,0,0
1204,-0.14999999850988388,0,1,0
1205,-0.18999999947845936,0,1,0
1206,-0.09999999776482582,0,0,0
1207,-1.9550000317394733,0,1,19
1208,-3.9000000581145287,0,2,38
1209,-3.9000000581145287,0,2,38
1210,-1.9450000720098615,0,1,18
1211,2.259999882429838,1,0,1
1212,-0.10499999765306711,0,0,0
1213,0.6949998196214437,1,1,16
1214,-2.3000000789761543,0,2,16
1215,-0.6499999947845936,0,0,0
1216,-0.6899999948218465,0,1,0
1217,0.7449999740347266,1,1,16
1218,-0.21499999705702066,0,0,0
1219,-1.7100000251084566,0,1,16
1220,-2.0500000789761543,0,1,19
1221,-2.0100000351667404,0,1,19
1222,-0.1449999986216426,0,0,0
1223,-0.25499999709427357,0,2,0
1224,-0.24499999918043613,0,0,0
1225,-0.09999999776482582,0,0,0
1226,0.0,0,0,0
1227,2.3450000025331974,1,0,0
1228,-0.19999999552965164,0,0,0
1229,-0.09999999776482582,0,0,0
1230,-0.13499999884516,0,0,0
1231,-1.765000025741756,0,1,17
1232,-1.9050000319257379,0,2,18
1233,-1.7600000258535147,0,1,17
1234,-0.1549999974668026,0,0,0
1235,-0.09999999776482582,0,0,0
1236,0.6399999633431435,1,0,18
1237,-2.0500000789761543,0,1,19
1238,0.5599998142570257,1,0,18
1239,-2.0500000789761543,0,1,19
1240,-1.9550000745803118,0,1,18
1241,-0.1499999975785613,0,1,0
1242,-0.1499999975785613,0,0,0
1243,-0.1549999974668026,0,0,0
1244,-0.09999999776482582,0,0,0
1245,-0.05500000063329935,0,1,0
1246,-2.000000076368451,0,1,18
1247,-0.5500000063329935,0,0,0
1248,-0.5500000063329935,0,0,0
1249,-0.09999999776482582,0,0,0
1250,-0.1399999987334013,0,1,0
1251,-0.10499999765306711,0,0,0
1252,-0.10500000137835741,0,2,0
1253,-0.05000000074505806,0,1,0
1254,-0.05500000063329935,0,0,0
1255,-0.009999999776482582,0,0,0
1256,-0.05500000063329935,0,0,0
1257,-0.10000000149011612,0,1,0
1258,-0.009999999776482582,0,0,0
1259,-1.7100000279024243,0,1,16
1260,-1.9500000290572643,0,1,19
1261,-1.9100000346079469,0,1,18
1262,-3.9000000581145287,0,2,38
1263,1.4949999377131462,2,2,33
1264,-3.5600000582635403,0,2,34
1265,-1.9500000700354576,0,2,17
1266,-0.28999999538064003,0,0,0
1267,-0.27499999571591616,0,1,0
1268,-0.24499999545514584,0,0,0
1269,-0.19999999552965164,0,0,0
1270,2.304999889805913,1,0,0
1271,2.3100000005215406,1,0,1
1272,2.4100000020116568,1,0,0
1273,2.315000000409782,1,0,1
1274,-0.09999999776482582,0,0,0
1275,-0.10499999765306711,0,0,0
1276,-0.18999999947845936,0,1,0
1277,-0.09999999776482582,0,0,0
1278,-0.1449999986216426,0,0,0
1279,-0.06000000052154064,0,0,0
1280,-0.05500000063329935,0,1,0
1281,-1.9000000320374966,0,2,18
1282,-3.9000000581145287,0,2,38
1283,-0.3799999998882413,0,2,1
1284,-0.24499999545514584,0,0,0
1285,-0.28499999549239874,0,1,0
1286,-0.23499999567866325,0,0,0
1287,-0.19999999832361937,0,1,0
1288,-0.1549999974668026,0,1,0
1289,-0.24499999545514584,0,0,0
1290,-0.380000002682209,0,2,2
1291,-0.1449999986216426,0,0,0
1292,-0.1449999986216426,0,0,0
1293,0.5999999716877937,1,0,19
1294,-0.1499999975785613,0,1,0
1295,-0.1499999975785613,0,1,0
1296,-0.1449999986216426,0,0,0
1297,-0.1099999975413084,0,0,0
1298,-0.1449999986216426,0,0,0
1299,-0.1949999975040555,0,1,0
1300,-0.09999999776482582,0,0,0
1301,-0.09999999776482582,0,0,0
1302,-0.05500000063329935,0,1,0
1303,-0.09999999776482582,0,0,0
1304,0.0,0,0,0
1305,-1.8550000274553895,0,1,18
1306,-3.515000067651272,0,2,33
1307,-0.05000000074505806,0,1,0
1308,-0.10500000137835741,0,1,0
1309,0.594999810680747,1,0,18
1310,-0.1399999987334013,0,0,0
1311,-0.004999999888241291,0,0,0
1312,-1.8550000274553895,0,1,18
1313,-1.9050000309944153,0,1,18
1314,-0.28999999538064003,0,0,0
1315,-1.8050000267103314,0,1,17
1316,-0.28999999538064003,0,2,0
1317,-0.1449999986216426,0,0,0
1318,-0.1449999986216426,0,1,0
1319,-0.004999999888241291,0,0,0
1320,-0.09999999776482582,0,0,0
1321,-0.06000000052154064,0,0,0
1322,-0.004999999888241291,0,0,0
1323,2.4449999993667006,1,0,0
1324,0.0,0,0,0
1325,2.259999882429838,1,0,1
1326,-0.06000000052154064,0,0,0
1327,-2.0500000789761543,0,1,19
1328,-1.8550000274553895,0,1,18
1329,0.6899998150765896,1,0,17
1330,-2.0500000789761543,0,1,19
1331,-2.0500000789761543,0,1,19
1332,-2.0950000807642937,0,2,19
1333,-2.0950000807642937,0,2,19
1334,-0.639999995008111,0,0,0
1335,-0.6499999947845936,0,0,0
1336,-0.5999999949708581,0,0,0
1337,-0.6050000060349703,0,0,0
1338,-0.7100000064820051,0,1,0
1339,-0.6000000070780516,0,1,0
1340,-2.0500000789761543,0,1,19
1341,-2.0500000789761543,0,1,19
1342,-3.800000060349703,0,2,37
1343,-3.9000000581145287,0,2,38
1344,1.1999999433755875,2,0,38
1345,-1.9900000737980008,0,2,18
1346,-0.19999999832361937,0,0,0
1347,2.4050000021234155,1,0,0
1348,-0.25499999802559614,0,0,0
1349,-0.1499999975785613,0,0,0
1350,-2.000000076368451,0,2,18
1351,-0.19499999843537807,0,1,0
1352,-0.09999999776482582,0,0,0
1353,-0.1449999986216426,0,1,0
1354,-0.1399999987334013,0,0,0
1355,-0.1549999974668026,0,0,0
1356,-0.1499999975785613,0,1,0
1357,-0.09499999787658453,0,0,0
1358,4.455000041984022,2,0,0
1359,-0.1449999986216426,0,1,0
1360,-0.09999999776482582,0,0,0
1361,-0.1499999975785613,0,1,0
1362,2.4449999993667006,1,0,0
1363,-0.1100000012665987,0,0,0
1364,-0.009999999776482582,0,0,0
1365,-0.009999999776482582,0,0,0
1366,-0.600000006146729,0,1,0
1367,-0.6949999947100878,0,0,0
1368,-0.6499999947845936,0,0,0
1369,-0.1449999986216426,0,1,0
1370,-0.09499999787658453,0,0,0
1371,-1.9900000728666782,0,3,17
1372,-1.8500000275671482,0,2,17
1373,0.5999999716877937,1,0,19
1374,-2.0950000807642937,0,1,19
1375,-2.0450000762939453,0,1,19
1376,-2.000000074505806,0,1,18
1377,0.6200000420212746,1,3,14
1378,-1.9050000701099634,0,1,17
1379,-1.995000073686242,0,1,18
1380,-1.8050000295042992,0,1,17
1381,-0.09999999776482582,0,0,0
1382,-1.7100000316277146,0,1,15
1383,-1.8050000332295895,0,1,16
1384,-0.05000000074505806,0,1,0
1385,-0.6949999947100878,0,1,0
1386,-0.05500000063329935,0,0,0
1387,-0.1549999974668026,0,1,0
1388,-0.06000000052154064,0,0,0
1389,-0.09999999776482582,0,0,0
1390,-0.23999999929219484,0,2,0
1391,-0.09999999776482582,0,0,0
1392,-0.24499999545514584,0,1,0
1393,-0.3349999953061342,0,1,0
1394,-0.09999999776482582,0,0,0
1395,0.0,0,0,0
1396,0.0,0,0,0
1397,-0.19499999564141035,0,0,0
1398,-0.1449999986216426,0,0,0
1399,-0.09499999787658453,0,0,0
1400,-0.19499999843537807,0,0,0
1401,-0.09999999776482582,0,0,0
1402,-0.14499999769032001,0,1,0
1403,-0.09999999776482582,0,0,0
1404,-0.09999999776482582,0,0,0
1405,0.0,0,0,0
1406,-0.1549999974668026,0,1,0
1407,-0.1399999987334013,0,1,0
1408,-0.1499999975785613,0,0,0
1409,-0.20499999728053808,0,0,0
1410,-0.1449999986216426,0,1,0
1411,-0.18999999575316906,0,0,0
1412,-0.14999999850988388,0,0,0
1413,-0.1999999973922968,0,1,0
1414,-0.1999999973922968,0,1,0
1415,-0.6449999958276749,0,0,0
1416,-0.28999999538064003,0,1,0
1417,-0.19999999552965164,0,0,0
1418,-0.5500000063329935,0,0,0
1419,-0.10499999765306711,0,0,0
1420,-0.39500000700354576,0,1,2
1421,-0.6499999947845936,0,0,0
1422,-0.24499999545514584,0,1,0
1423,-0.19499999564141035,0,0,0
1424,-0.1499999975785613,0,0,0
1425,-0.09999999776482582,0,0,0
1426,-0.09499999787658453,0,0,0
1427,-0.23999999649822712,0,1,0
1428,-0.1449999986216426,0,0,0
1429,-0.1449999986216426,0,0,0
1430,-0.09999999776482582,0,0,0
1431,-0.05000000074505806,0,1,0
1432,-0.10000000149011612,0,0,0
1433,-0.05000000074505806,0,1,0
1434,-0.1549999974668026,0,0,0
1435,-0.19999999552965164,0,0,0
1436,-0.1499999975785613,0,1,0
1437,-0.1449999986216426,0,1,0
1438,-0.10499999765306711,0,0,0
1439,0.0,0,0,0
1440,-0.19499999843537807,0,0,0
1441,-0.1499999975785613,0,1,0
1442,-0.1100000012665987,0,0,0
1443,-0.09999999776482582,0,0,0
1444,5.0,2,0,0
1445,0.0,0,0,0
1446,-0.05500000063329935,0,0,0
1447,-0.1100000012665987,0,1,0
1448,-0.1449999986216426,0,0,0
1449,-0.19499999564141035,0,0,0
1450,-0.05500000063329935,0,0,0
1451,-0.004999999888241291,0,0,0
1452,-0.05000000074505806,0,1,0
1453,-0.05500000063329935,0,0,0
1454,-0.05000000074505806,0,1,0
1455,-0.1449999986216426,0,1,0
1456,-0.1499999975785613,0,0,0
1457,2.5,1,0,0
1458,-0.05000000074505806,0,1,0
1459,-0.05500000063329935,0,0,0
1460,-0.21000000275671482,0,1,0
1461,-0.09999999776482582,0,0,0
1462,-0.10000000149011612,0,0,0
1463,-0.7000000113621354,0,1,1
1464,-0.49500000569969416,0,0,0
1465,-0.09499999787658453,0,0,0
1466,-0.09999999776482582,0,0,0
1467,0.0,0,0,0
1468,-0.1100000012665987,0,0,0
1469,-0.09999999776482582,0,0,0
1470,-0.5450000064447522,0,0,0
1471,-0.5450000064447522,0,0,0
1472,-0.004999999888241291,0,0,0
1473,0.0,0,0,0
1474,-0.05000000074505806,0,1,0
1475,-0.09999999776482582,0,0,0
1476,-0.5500000063329935,0,0,0
1477,-0.19999999832361937,0,1,0
1478,-1.7100000316277146,0,4,14
1479,1.9799999399110675,2,1,28
1480,-0.09999999776482582,0,0,0
1481,-0.09999999776482582,0,0,0
1482,-0.19499999843537807,0,2,0
1483,-0.004999999888241291,0,0,0
1484,2.4900000002235174,1,0,0
1485,-1.9000000320374966,0,2,18
1486,-0.17999999970197678,0,1,0
1487,-0.19999999552965164,0,0,0
1488,-1.0450000138953328,0,1,9
1489,-0.5450000064447522,0,0,0
1490,2.359999886713922,1,0,0
1491,2.3600000012665987,1,0,0
1492,-0.19499999843537807,0,1,0
1493,-0.6949999965727329,0,1,0
1494,-0.1099999975413084,0,0,0
1495,-0.09999999776482582,0,0,0
1496,-0.10499999765306711,0,0,0
1497,-0.1449999986216426,0,1,0
1498,-0.1499999975785613,0,0,0
1499,-0.19999999832361937,0,0,0
1500,-0.19499999843537807,0,1,0
1501,2.2999998880550265,1,1,0
1502,0.0,0,0,0
1503,-0.24499999545514584,0,0,0
1504,-0.09999999776482582,0,0,0
1505,-0.1499999975785613,0,1,0
1506,-0.1449999986216426,0,1,0
1507,-0.09999999776482582,0,0,0
1508,-0.18499999959021807,0,0,0
1509,-0.1449999986216426,0,1,0
1510,-0.09999999776482582,0,0,0
1511,-0.1599999973550439,0,0,0
1512,-0.1999999973922968,0,1,0
1513,-0.20999999716877937,0,1,0
1514,-0.1549999974668026,0,0,0
1515,-0.004999999888241291,0,0,0
1516,-1.7600000286474824,0,2,16
1517,-2.0500000789761543,0,1,19
1518,-1.9500000290572643,0,1,19
1519,-2.000000074505806,0,1,18
1520,-0.6899999966844916,0,1,0
1521,-2.0400000773370266,0,1,18
1522,2.2599998898804188,1,0,0
1523,-0.19999999552965164,0,0,0
1524,-0.19999999552965164,0,0,0
1525,-0.1099999975413084,0,0,0
1526,-0.10500000137835741,0,1,0
1527,-0.004999999888241291,0,0,0
1528,-0.1499999975785613,0,1,0
1529,-1.9500000700354576,0,2,17
1530,0.4999998062849045,1,0,19
1531,-0.09499999787658453,0,0,0
1532,-1.0450000315904617,0,1,8
1533,-1.8000000268220901,0,1,17
1534,-2.0000000335276127,0,1,19
1535,-2.0100000388920307,0,1,19
1536,-2.0000000335276127,0,2,19
1537,0.6999999731779099,1,1,17
1538,-0.019999999552965164,0,0,0
1539,-0.2150000026449561,0,1,0
1540,-0.05000000074505806,0,1,0
1541,-0.11500000115483999,0,1,0
1542,-0.05000000074505806,0,1,0
1543,-0.1449999986216426,0,0,0
1544,-1.855000065639615,0,2,16
1545,-0.09999999776482582,0,0,0
1546,-0.13999999780207872,0,1,0
1547,-0.10500000137835741,0,1,0
1548,-0.05000000074505806,0,1,0
1549,-0.05000000074505806,0,1,0
1550,0.0,0,0,0
1551,-0.1449999986216426,0,1,0
1552,2.399999998509884,1,0,1
1553,-0.05000000074505806,0,1,0
1554,-0.004999999888241291,0,0,0
1555,-0.7000000113621354,0,1,1
1556,-1.9000000283122063,0,1,18
1557,-0.06000000052154064,0,0,0
1558,-0.1100000012665987,0,1,0
1559,2.449999999254942,1,0,0
1560,-1.7500000586733222,0,1,11
1561,-0.09999999776482582,0,0,0
1562,-0.09999999776482582,0,0,0
1563,-0.1549999974668026,0,0,0
1564,-0.1449999986216426,0,0,0
