episode,score,hits,false_positives,repeats
1782,1.9999999999999976,1,0,15
1783,-2.5,0,1,12
1784,-2.5,0,1,12
1785,1.7799999999999985,1,0,16
1786,-2.21,0,2,10
1787,2.1999999999999975,1,0,14
1788,-2.5,0,1,12
1789,-2.5,0,1,12
1790,-2.5,0,1,12
1791,1.9899999999999982,1,0,15
1792,-2.7000000000000006,0,1,13
1793,-2.8100000000000005,0,2,13
1794,-2.5,0,1,12
1795,-2.04,0,2,9
1796,-2.5,0,1,12
1797,-2.32,0,1,11
1798,-2.11,0,1,10
1799,2.089999999999998,1,1,14
1800,2.869999999999999,1,1,10
1801,-2.5100000000000002,0,1,12
1802,-3.6100000000000003,0,2,17
1803,-2.3,0,1,11
1804,-2.5100000000000002,0,1,12
1805,-2.21,0,2,10
1806,2.689999999999998,1,1,11
1807,-2.9000000000000004,0,1,14
1808,-2.5,0,1,12
1809,2.859999999999999,1,1,10
1810,-2.5,0,1,12
1811,-2.22,0,2,10
1812,-2.5,0,1,12
1813,2.1999999999999975,1,0,14
1814,1.3999999999999977,1,0,18
1815,-2.1199999999999997,0,1,10
1816,-2.31,0,1,11
1817,-2.7000000000000006,0,1,13
1818,2.289999999999998,1,1,13
1819,1.9999999999999976,1,0,15
1820,2.8899999999999992,1,1,10
1821,-2.5,0,1,12
1822,-2.5200000000000005,0,3,11
1823,-2.3,0,1,11
1824,1.7999999999999976,1,0,16
1825,2.1999999999999975,1,0,14
1826,-3.300000000000001,0,1,16
1827,-2.3,0,1,11
1828,-2.5,0,1,12
1829,-2.5,0,1,12
1830,1.599999999999998,1,0,17
1831,-2.3,0,1,11
1832,-2.5,0,1,12
1833,-2.3,0,1,11
1834,-2.5,0,1,12
1835,-2.5100000000000002,0,1,12
1836,-2.6200000000000006,0,2,12
1837,-2.5,0,1,12
1838,-2.0999999999999996,0,1,10
1839,-2.5,0,1,12
1840,2.089999999999998,1,1,14
1841,-3.500000000000001,0,1,17
1842,-2.5,0,1,12
1843,-3.700000000000001,0,1,18
1844,-2.5100000000000002,0,1,12
1845,-2.3,0,1,11
1846,-2.5100000000000002,0,1,12
1847,1.5999999999999976,1,0,17
1848,-2.5,0,1,12
1849,1.9999999999999976,1,0,15
1850,-3.1100000000000008,0,1,15
1851,-2.21,0,2,10
1852,-3.1000000000000005,0,1,15
1853,-3.610000000000001,0,2,17
1854,-2.5,0,1,12
1855,-2.5,0,1,12
1856,1.7799999999999985,1,0,16
1857,1.9999999999999976,1,0,15
1858,-2.3,0,1,11
1859,-2.52,0,1,12
1860,-2.41,0,2,11
1861,-2.2199999999999998,0,2,10
1862,-2.5,0,1,12
1863,-2.5,0,1,12
1864,-3.500000000000001,0,1,17
1865,-1.92,0,3,8
1866,1.9999999999999976,1,0,15
1867,2.1899999999999977,2,0,13
1868,-2.5,0,1,12
1869,-2.9000000000000004,0,1,14
1870,-1.8099999999999998,0,2,8
1871,-3.700000000000001,0,1,18
1872,2.3999999999999977,1,0,13
1873,1.799999999999998,1,0,16
1874,-3.500000000000001,0,1,17
1875,-2.1199999999999997,0,1,10
1876,-2.32,0,1,11
1877,-2.72,0,1,13
1878,-2.32,0,1,11
1879,-2.43,0,2,11
1880,-2.7,0,2,12
1881,-2.5,0,1,12
1882,-2.7,0,1,13
1883,1.9999999999999976,1,0,15
1884,-2.31,0,1,11
1885,-2.41,0,2,11
1886,-2.5100000000000002,0,1,12
1887,-2.3,0,1,11
1888,-2.5100000000000002,0,1,12
1889,-2.5,0,1,12
1890,-2.5,0,1,12
1891,1.3999999999999977,1,0,18
1892,-2.5,0,1,12
1893,-2.02,0,2,9
1894,-2.5,0,1,12
1895,-2.63,0,2,12
1896,-2.31,0,1,11
1897,-2.7100000000000004,0,1,13
1898,-2.5,0,1,12
1899,-2.3,0,1,11
1900,-2.5,0,1,12
1901,-3.500000000000001,0,1,17
1902,-2.7000000000000006,0,1,13
1903,1.999999999999998,1,0,15
1904,-2.7,0,1,13
1905,-2.5,0,1,12
1906,-2.52,0,1,12
1907,-2.5,0,1,12
1908,2.869999999999999,1,1,10
1909,-2.5,0,1,12
1910,-2.9000000000000004,0,1,14
1911,-2.3,0,1,11
1912,-2.3,0,1,11
1913,-2.32,0,1,11
1914,-2.7000000000000006,0,1,13
1915,-3.5000000000000004,0,1,17
1916,2.289999999999998,1,1,13
1917,-2.3,0,1,11
1918,-2.52,0,1,12
1919,-3.9000000000000012,0,1,19
1920,-2.5,0,1,12
1921,-2.5100000000000002,0,1,12
1922,-2.5100000000000002,0,1,12
1923,-2.5,0,1,12
1924,-2.21,0,2,10
1925,-2.3,0,1,11
1926,-2.7,0,1,13
1927,-2.6999999999999997,0,1,13
1928,-2.5100000000000002,0,1,12
1929,-2.7000000000000006,0,1,13
1930,-2.5100000000000002,0,1,12
1931,-2.3,0,1,11
1932,-2.23,0,2,10
1933,-2.6999999999999997,0,1,13
1934,-2.5,0,1,12
1935,0.9899999999999978,1,0,20
1936,-2.5,0,1,12
1937,-2.7,0,1,13
1938,-2.5100000000000002,0,1,12
1939,-2.5,0,1,12
1940,-3.1000000000000005,0,1,15
1941,-2.5,0,1,12
1942,-3.700000000000001,0,1,18
1943,-2.3,0,1,11
1944,-2.5100000000000002,0,1,12
1945,-2.5,0,1,12
1946,-2.5,0,1,12
1947,-2.5,0,1,12
1948,-3.3000000000000007,0,1,16
1949,-3.500000000000001,0,1,17
1950,-2.5300000000000002,0,1,12
1951,-2.5100000000000002,0,1,12
1952,-2.21,0,2,10
1953,-2.5,0,1,12
1954,2.479999999999999,1,1,12
1955,-3.9000000000000012,0,1,19
1956,-2.0999999999999996,0,1,10
1957,-2.9000000000000004,0,1,14
1958,-2.5,0,1,12
1959,-2.23,0,2,10
1960,-2.5100000000000002,0,1,12
1961,1.5899999999999979,1,0,17
1962,-2.5100000000000002,0,1,12
1963,-2.41,0,3,10
1964,1.9999999999999976,1,0,15
1965,-2.01,0,2,9
1966,-2.5100000000000002,0,1,12
1967,-2.5100000000000002,0,1,12
1968,-2.3,0,1,11
1969,2.2699999999999982,1,1,13
1970,-2.5,0,1,12
1971,-2.5100000000000002,0,1,12
1972,-3.9000000000000012,0,1,19
1973,-2.11,0,1,10
1974,-2.5,0,1,12
1975,-2.5100000000000002,0,1,12
1976,-2.5,0,1,12
1977,-2.5100000000000002,0,1,12
1978,-2.5100000000000002,0,1,12
1979,-2.7,0,1,13
1980,-2.41,0,2,11
1981,-2.5,0,2,11
1982,-2.45,0,2,11
1983,-2.5,0,1,12
1984,-2.5,0,1,12
1985,-2.3,0,1,11
1986,-2.22,0,2,10
1987,-2.5100000000000002,0,1,12
1988,-2.31,0,1,11
1989,1.9899999999999978,1,0,15
1990,-2.5,0,1,12
1991,-2.5,0,1,12
1992,-2.5,0,1,12
1993,-2.21,0,2,10
1994,-2.5100000000000002,0,1,12
1995,-3.0100000000000007,0,2,14
1996,1.9999999999999976,1,0,15
1997,-2.7,0,1,13
1998,-2.3099999999999996,0,1,11
1999,-2.5,0,1,12
2000,2.1899999999999977,1,0,14
2001,-2.2100000000000004,0,2,10
2002,-2.32,0,1,11
2003,-2.7,0,2,12
2004,-3.9000000000000012,0,1,19
2005,-2.5100000000000002,0,1,12
2006,-2.1199999999999997,0,1,10
2007,-2.5100000000000002,0,1,12
2008,-2.3,0,1,11
2009,-2.3,0,1,11
2010,-2.7000000000000006,0,1,13
2011,-2.5,0,1,12
2012,-1.9299999999999997,0,1,9
2013,-2.52,0,1,12
2014,-2.5,0,1,12
2015,-2.5,0,1,12
2016,-2.5,0,1,12
2017,-2.63,0,2,12
2018,-2.900000000000001,0,2,13
2019,-2.3,0,1,11
2020,-2.3099999999999996,0,1,11
2021,-2.01,0,2,9
2022,-2.02,0,2,9
2023,-2.05,0,2,9
2024,2.1999999999999975,1,0,14
2025,2.47,1,1,12
2026,2.6699999999999986,1,1,11
2027,-2.5100000000000002,0,1,12
2028,-2.5,0,1,12
2029,-2.8100000000000005,0,2,13
2030,2.8899999999999997,1,1,10
2031,-2.5,0,1,12
2032,-2.3,0,1,11
2033,-2.5,0,1,12
2034,-2.5,0,1,12
2035,-2.5,0,1,12
2036,-2.5100000000000002,0,1,12
2037,-3.1000000000000005,0,1,15
2038,-2.0999999999999996,0,1,10
2039,-2.3,0,1,11
2040,-2.5,0,1,12
2041,-3.5000000000000004,0,1,17
2042,-2.31,0,1,11
2043,1.999999999999998,1,0,15
2044,-2.5,0,1,12
2045,-2.21,0,2,10
2046,-2.9100000000000006,0,1,14
2047,-2.5100000000000002,0,1,12
2048,-2.5,0,1,12
2049,-2.5100000000000002,0,1,12
2050,-2.31,0,1,11
2051,2.1999999999999975,1,0,14
2052,-3.3000000000000003,0,1,16
2053,-2.3,0,1,11
2054,-2.3,0,1,11
2055,-2.3,0,1,11
2056,-2.21,0,3,9
2057,-2.5,0,1,12
2058,-2.3,0,1,11
2059,-2.32,0,1,11
2060,1.979999999999998,1,0,15
2061,-2.5,0,1,12
2062,-2.5000000000000004,0,1,12
2063,1.789999999999998,1,0,16
2064,-2.5100000000000002,0,1,12
2065,-3.4200000000000013,0,2,16
2066,-2.5,0,1,12
2067,-2.2100000000000004,0,2,10
2068,-2.23,0,2,10
2069,-2.5,0,1,12
2070,-2.5,0,1,12
2071,-2.5100000000000002,0,1,12
2072,-2.3,0,1,11
2073,-3.9000000000000017,0,1,19
2074,-2.5,0,1,12
2075,-2.5,0,1,12
2076,1.9999999999999976,1,0,15
2077,2.199999999999998,1,0,14
2078,-2.5,0,1,12
2079,-2.5100000000000002,0,1,12
2080,-3.3300000000000005,0,1,16
2081,-2.5,0,1,12
2082,-2.6100000000000003,0,2,12
2083,2.4799999999999986,1,1,12
2084,-2.0999999999999996,0,1,10
2085,-2.31,0,1,11
2086,-2.5,0,1,12
2087,3.079999999999999,1,1,9
2088,1.999999999999998,1,0,15
2089,-2.7,0,1,13
2090,3.079999999999999,1,1,9
2091,-2.7000000000000006,0,1,13
2092,-2.52,0,1,12
2093,-2.5,0,1,12
2094,-3.410000000000001,0,2,16
2095,-2.5,0,1,12
2096,-2.5,0,1,12
2097,1.7899999999999978,1,0,16
2098,-2.63,0,2,12
2099,-2.21,0,2,10
2100,-2.5,0,1,12
2101,2.389999999999998,1,0,13
2102,-2.5,0,1,12
2103,-2.23,0,2,10
2104,-2.3,0,1,11
2105,2.4899999999999984,1,1,12
2106,1.9999999999999976,1,0,15
2107,1.3999999999999977,1,0,18
2108,-2.5,0,1,12
2109,-2.5,0,1,12
2110,-3.910000000000001,0,1,19
2111,-2.5,0,1,12
2112,-2.3,0,1,11
2113,-2.21,0,2,10
2114,2.6899999999999986,1,1,11
2115,-2.5,0,1,12
2116,1.779999999999999,1,2,15
2117,-2.3,0,1,11
2118,-2.5,0,1,12
2119,2.289999999999998,1,1,13
2120,-3.1000000000000005,0,1,15
2121,1.8799999999999994,1,1,15
2122,-2.5,0,1,12
2123,-2.6999999999999997,0,1,13
2124,-2.5,0,1,12
2125,-2.5,0,1,12
2126,1.7999999999999976,2,0,15
2127,-2.25,0,2,10
2128,-2.5,0,1,12
2129,-2.6100000000000003,0,2,12
2130,-2.5,0,1,12
2131,-2.11,0,1,10
2132,-2.0999999999999996,0,1,10
2133,-2.51,0,1,12
2134,-2.5,0,1,12
2135,-2.5,0,1,12
2136,-2.5100000000000002,0,1,12
2137,-2.7,0,1,13
2138,-2.5,0,1,12
2139,-2.6999999999999997,0,1,13
2140,-2.5,0,1,12
2141,-2.3,0,1,11
2142,-2.52,0,1,12
2143,2.89,1,1,10
2144,-2.21,0,2,10
2145,-3.710000000000001,0,1,18
2146,-2.5,0,1,12
2147,-3.710000000000001,0,1,18
2148,-2.5,0,1,12
2149,-2.3,0,1,11
2150,-2.5,0,1,12
2151,-2.5,0,1,12
2152,-2.31,0,1,11
2153,-2.7,0,1,13
2154,-2.5,0,1,12
2155,1.9599999999999984,1,2,14
2156,-2.5,0,1,12
2157,-2.5,0,1,12
2158,-2.2099999999999995,0,2,10
2159,-2.9000000000000004,0,1,14
2160,-2.5,0,1,12
2161,-2.5100000000000002,0,1,12
2162,-2.5,0,1,12
2163,-2.7000000000000006,0,1,13
2164,-2.3,0,1,11
2165,2.279999999999998,1,1,13
2166,2.1999999999999975,1,0,14
2167,-2.5100000000000002,0,1,12
2168,-2.5,0,1,12
2169,-2.24,0,2,10
2170,-2.5,0,1,12
2171,-2.5,0,1,12
2172,-2.23,0,2,10
2173,-3.4100000000000006,0,2,16
2174,-2.3,0,1,11
2175,-2.3,0,1,11
2176,-2.0999999999999996,0,1,10
2177,-2.3,0,1,11
2178,-3.7100000000000013,0,1,18
2179,-2.7,0,1,13
2180,-2.21,0,2,10
2181,-2.5,0,1,12
2182,1.979999999999998,1,0,15
2183,-2.5100000000000002,0,1,12
2184,-3.1100000000000008,0,1,15
2185,-2.5,0,1,12
2186,-2.21,0,2,10
2187,-2.5,0,1,12
2188,-2.5,0,1,12
2189,1.9999999999999976,1,0,15
2190,-2.6999999999999997,0,1,13
2191,-2.5,0,1,12
2192,-2.3,0,1,11
2193,-2.31,0,1,11
2194,2.7899999999999983,1,0,11
2195,-2.7,0,1,13
2196,2.6599999999999997,1,1,11
2197,-2.7000000000000006,0,1,13
2198,-2.5,0,1,12
2199,1.9999999999999976,1,0,15
2200,-2.52,0,1,12
2201,-2.51,0,1,12
2202,-3.700000000000001,0,1,18
2203,-2.5,0,1,12
2204,-2.3099999999999996,0,1,11
2205,2.1999999999999975,1,0,14
2206,-2.7000000000000006,0,1,13
2207,-2.5,0,1,12
2208,-2.5100000000000002,0,1,12
2209,-2.5,0,1,12
2210,-3.1000000000000005,0,1,15
2211,-3.520000000000001,0,1,17
2212,2.599999999999998,1,0,12
2213,-2.21,0,2,10
2214,-2.3,0,1,11
2215,-2.5,0,1,12
2216,-2.5100000000000002,0,1,12
2217,-2.23,0,2,10
2218,-2.5,0,1,12
2219,-2.5,0,1,12
2220,2.1999999999999975,1,0,14
2221,-2.3,0,1,11
2222,-2.7,0,1,13
2223,1.7799999999999978,1,0,16
2224,2.8899999999999997,1,1,10
2225,1.799999999999998,1,0,16
2226,-2.9000000000000004,0,1,14
2227,-2.3,0,1,11
2228,1.1999999999999977,1,0,19
2229,-2.5100000000000002,0,1,12
2230,-2.7,0,1,13
2231,-2.5,0,1,12
2232,-2.41,0,2,11
2233,-2.21,0,2,10
2234,-2.5,0,1,12
2235,-2.32,0,1,11
2236,-2.5100000000000002,0,1,12
2237,-2.5,0,1,12
2238,3.089999999999998,1,1,9
2239,-3.610000000000001,0,2,17
2240,-2.5,0,1,12
2241,1.9999999999999976,1,0,15
2242,-2.5100000000000002,0,1,12
2243,-2.5,0,1,12
2244,2.88,1,1,10
2245,-2.1199999999999997,0,3,9
2246,2.8899999999999992,1,1,10
2247,2.1999999999999975,1,0,14
2248,-2.6999999999999997,0,1,13
2249,-2.5,0,1,12
2250,-2.24,0,2,10
2251,-2.3,0,1,11
2252,-2.3,0,1,11
2253,1.9999999999999976,1,0,15
2254,-2.32,0,1,11
2255,2.289999999999998,1,1,13
2256,1.9699999999999982,1,0,15
2257,-3.700000000000001,0,1,18
2258,-2.31,0,1,11
2259,1.7599999999999998,1,2,15
2260,-2.5,0,1,12
2261,-3.6200000000000014,0,2,17
2262,-2.5,0,1,12
2263,-2.7000000000000006,0,1,13
2264,-2.3,0,1,11
2265,-2.6100000000000003,0,2,12
2266,-2.5100000000000002,0,1,12
2267,-2.9200000000000004,0,3,13
2268,-2.32,0,1,11
2269,-2.5,0,1,12
2270,-2.21,0,2,10
2271,-2.3,0,1,11
2272,-2.5100000000000002,0,1,12
2273,-2.5,0,1,12
2274,-2.52,0,1,12
2275,-2.5,0,1,12
2276,-2.5100000000000002,0,1,12
2277,-2.6100000000000003,0,2,12
2278,-2.5,0,1,12
2279,-2.23,0,2,10
2280,-3.210000000000001,0,2,15
2281,-2.5,0,1,12
2282,1.7899999999999976,1,0,16
2283,-2.31,0,1,11
2284,-2.3,0,1,11
2285,0.9999999999999982,1,0,20
2286,-2.5,0,1,12
2287,-2.7000000000000006,0,1,13
2288,-2.5100000000000002,0,1,12
2289,-2.3,0,1,11
2290,-3.9000000000000012,0,1,19
2291,1.799999999999998,1,0,16
2292,-2.5,0,1,12
2293,2.3999999999999977,1,0,13
2294,2.1999999999999975,1,0,14
2295,-2.21,0,2,10
2296,2.1999999999999975,1,0,14
2297,-2.5,0,1,12
2298,-2.5,0,1,12
2299,-2.5,0,1,12
2300,-2.5,0,1,12
2301,-2.6200000000000006,0,2,12
2302,-2.9000000000000004,0,1,14
2303,-2.3,0,1,11
2304,2.1999999999999975,1,0,14
2305,-2.3,0,1,11
2306,-2.5,0,1,12
2307,-2.7,0,2,12
2308,-2.5100000000000002,0,1,12
2309,-2.7,0,1,13
2310,-3.0100000000000007,0,2,14
2311,-2.3,0,1,11
2312,-2.3099999999999996,0,1,11
2313,1.9999999999999976,1,0,15
2314,-2.5,0,1,12
2315,-2.5,0,1,12
2316,-2.5,0,1,12
2317,2.4899999999999984,1,1,12
2318,-2.7,0,1,13
2319,-2.3,0,1,11
2320,-2.23,0,2,10
2321,-2.5,0,1,12
2322,-2.7,0,1,13
2323,-2.5100000000000002,0,1,12
2324,-2.5,0,1,12
2325,-2.7100000000000004,0,1,13
2326,-2.5,0,1,12
2327,1.979999999999998,1,0,15
2328,-2.21,0,2,10
2329,-2.5100000000000002,0,1,12
2330,-2.5100000000000002,0,1,12
2331,-2.23,0,2,10
2332,2.889999999999998,1,1,10
2333,-3.1200000000000006,0,1,15
2334,-2.5,0,1,12
2335,-2.5100000000000002,0,1,12
2336,-2.5,0,1,12
2337,-2.5100000000000002,0,1,12
2338,-2.5,0,1,12
2339,-2.21,0,2,10
2340,-2.3,0,1,11
2341,-2.5100000000000002,0,1,12
2342,-2.2399999999999998,0,2,10
2343,-2.21,0,2,10
2344,-2.24,0,2,10
2345,-2.2299999999999995,0,2,10
2346,-2.5,0,1,12
2347,-2.6100000000000003,0,2,12
2348,1.9999999999999976,1,0,15
2349,-2.5,0,1,12
2350,-2.4400000000000004,0,2,11
2351,-2.11,0,1,10
2352,-2.7,0,1,13
2353,-2.5,0,1,12
2354,2.1899999999999977,1,0,14
2355,1.9999999999999976,1,0,15
2356,-2.5,0,1,12
2357,-2.23,0,2,10
2358,-3.9000000000000012,0,1,19
2359,-3.310000000000001,0,1,16
2360,-2.5,0,1,12
2361,-2.32,0,1,11
2362,-2.5100000000000002,0,1,12
2363,-2.5100000000000002,0,1,12
2364,-2.0999999999999996,0,1,10
2365,-2.5,0,1,12
2366,-2.7,0,1,13
2367,1.9999999999999976,1,0,15
2368,-2.3,0,1,11
2369,-3.300000000000001,0,1,16
2370,-2.7000000000000006,0,1,13
2371,-2.31,0,1,11
2372,-2.5,0,1,12
2373,-2.5,0,1,12
2374,-3.520000000000001,0,1,17
2375,-2.3,0,1,11
2376,-2.5,0,1,12
2377,2.1999999999999975,1,0,14
2378,-2.3,0,1,11
2379,-2.5,0,1,12
2380,-2.3,0,1,11
2381,-2.5,0,1,12
2382,-2.21,0,2,10
2383,-2.6200000000000006,0,2,12
2384,-2.5,0,1,12
2385,-2.3,0,1,11
2386,1.9999999999999976,1,0,15
2387,-2.3,0,1,11
2388,-2.5,0,1,12
2389,-2.21,0,2,10
2390,2.0799999999999987,1,1,14
2391,-2.7,0,1,13
2392,-2.5,0,1,12
2393,-2.5100000000000002,0,1,12
2394,-2.5,0,1,12
2395,-2.5,0,1,12
2396,-2.5,0,1,12
2397,2.289999999999998,1,1,13
2398,-2.5,0,1,12
2399,-2.5000000000000004,0,1,12
2400,-2.5,0,1,12
2401,-2.3,0,1,11
2402,-2.5100000000000002,0,1,12
2403,-2.5100000000000002,0,1,12
2404,-2.3,0,1,11
2405,-3.9000000000000012,0,1,19
2406,2.1899999999999977,1,0,14
2407,-2.5,0,1,12
2408,-2.31,0,1,11
2409,-2.2600000000000002,0,2,10
2410,7.349999999999996,2,0,13
2411,-2.5,0,1,12
2412,-2.5,0,1,12
2413,2.1999999999999975,1,0,14
2414,-3.3000000000000007,0,1,16
2415,-2.3,0,1,11
2416,2.589999999999998,1,0,12
2417,-2.32,0,1,11
2418,-2.31,0,1,11
2419,-2.61,0,2,12
2420,-2.5,0,1,12
2421,-2.3,0,1,11
2422,-2.3,0,1,11
2423,-2.5100000000000002,0,1,12
2424,-2.3,0,1,11
2425,-2.0199999999999996,0,2,9
2426,-2.0999999999999996,0,1,10
2427,-2.5,0,1,12
2428,-2.21,0,2,10
2429,2.469999999999999,1,1,12
2430,-2.5100000000000002,0,1,12
2431,-2.9000000000000004,0,1,14
2432,-2.5,0,1,12
2433,-2.5,0,1,12
2434,2.1999999999999975,1,0,14
2435,-2.1199999999999997,0,1,10
2436,-2.3,0,1,11
2437,-3.3000000000000007,0,1,16
2438,-2.62,0,2,12
2439,-3.710000000000001,0,1,18
2440,-2.03,0,2,9
2441,1.3999999999999986,1,0,18
2442,-2.5100000000000002,0,1,12
2443,-3.8200000000000003,0,2,18
2444,-2.5,0,1,12
2445,-2.3,0,1,11
2446,-2.7300000000000004,0,3,12
2447,-2.7100000000000004,0,1,13
2448,-2.6100000000000003,0,2,12
2449,-3.1000000000000005,0,1,15
2450,-2.9000000000000004,0,1,14
2451,1.9999999999999976,1,0,15
2452,-2.5100000000000002,0,1,12
2453,-2.3,0,1,11
2454,-2.5,0,1,12
2455,-2.5,0,1,12
2456,-2.5100000000000002,0,1,12
2457,1.7999999999999976,1,0,16
2458,-2.5,0,1,12
2459,-2.5,0,1,12
2460,-2.5,0,1,12
2461,-2.3,0,1,11
2462,-2.5,0,1,12
2463,-2.5100000000000002,0,1,12
2464,-2.4100000000000006,0,2,11
2465,-2.3,0,1,11
2466,-2.5,0,1,12
2467,-2.5,0,1,12
2468,-2.5100000000000002,0,1,12
2469,-2.31,0,1,11
2470,-2.5,0,1,12
2471,-2.7,0,1,13
2472,-2.5,0,1,12
2473,-2.5,0,1,12
2474,1.9999999999999976,1,0,15
2475,-2.5,0,1,12
2476,-2.5,0,1,12
2477,-1.8999999999999997,0,1,9
2478,-2.5,0,1,12
2479,1.9899999999999978,1,0,15
2480,-2.5,0,1,12
2481,-2.11,0,1,10
2482,-1.8099999999999998,0,2,8
2483,-2.5100000000000002,0,1,12
2484,-3.5100000000000007,0,1,17
2485,-3.3000000000000007,0,1,16
2486,-3.9200000000000013,0,1,19
2487,-2.3,0,1,11
2488,-2.0999999999999996,0,1,10
2489,-2.91,0,1,14
2490,3.0899999999999994,1,1,9
2491,-2.21,0,2,10
2492,-2.8100000000000005,0,2,13
2493,2.4899999999999984,1,1,12
2494,-2.5,0,1,12
2495,-2.5,0,1,12
2496,-3.7000000000000006,0,1,18
2497,-2.31,0,1,11
2498,-2.3,0,1,11
2499,-3.3000000000000007,0,1,16
2500,-2.3,0,1,11
2501,-2.11,0,1,10
2502,-3.7000000000000006,0,1,18
2503,-2.5100000000000002,0,1,12
2504,-2.5,0,1,12
2505,-2.3,0,1,11
2506,-2.5,0,1,12
2507,-2.3,0,1,11
2508,-2.5,0,1,12
2509,2.689999999999999,1,1,11
2510,-3.700000000000001,0,1,18
2511,2.2699999999999982,1,1,13
2512,-2.5,0,1,12
2513,-2.7,0,1,13
2514,-2.5,0,1,12
2515,-3.500000000000001,0,1,17
2516,-2.5,0,1,12
2517,-2.5,0,1,12
2518,1.9999999999999976,1,0,15
2519,-2.22,0,2,10
2520,-3.0100000000000002,0,2,14
2521,-2.32,0,1,11
2522,2.1999999999999975,1,0,14
2523,2.879999999999999,1,1,10
2524,-2.5,0,1,12
2525,-2.0999999999999996,0,1,10
2526,-2.5,0,1,12
2527,2.1999999999999975,1,0,14
2528,-2.4200000000000004,0,2,11
2529,-2.32,0,1,11
2530,1.7999999999999976,1,0,16
2531,-2.5,0,1,12
2532,-2.5,0,1,12
2533,-3.500000000000001,0,1,17
2534,-2.5,0,1,12
2535,-2.21,0,2,10
2536,-2.5,0,1,12
2537,-2.5,0,1,12
2538,-2.7100000000000004,0,1,13
2539,-2.5,0,1,12
2540,-2.5100000000000002,0,1,12
2541,-2.3,0,1,11
2542,-2.31,0,1,11
2543,-2.21,0,2,10
2544,-2.5100000000000002,0,1,12
2545,8.379999999999999,2,0,8
2546,1.5799999999999979,1,0,17
2547,-2.2199999999999998,0,2,10
2548,-2.5100000000000002,0,1,12
2549,-2.5,0,1,12
2550,-2.22,0,2,10
2551,-2.5,0,1,12
2552,-2.3,0,1,11
2553,-3.7100000000000013,0,1,18
2554,2.3999999999999977,1,0,13
2555,-2.21,0,2,10
2556,-2.7,0,2,12
2557,-2.5000000000000004,0,1,12
2558,-2.5,0,1,12
2559,-2.5100000000000002,0,1,12
2560,-2.5,0,1,12
2561,-2.5000000000000004,0,1,12
2562,-2.5,0,1,12
2563,-2.7100000000000004,0,1,13
2564,-2.43,0,2,11
2565,-2.9000000000000004,0,1,14
2566,-1.92,0,3,8
2567,-2.5,0,1,12
2568,-2.5100000000000002,0,1,12
2569,-3.9000000000000012,0,1,19
2570,-2.5,0,1,12
2571,-2.3,0,1,11
2572,-2.5100000000000002,0,1,12
2573,-2.7,0,1,13
2574,-2.7000000000000006,0,1,13
2575,-2.3,0,1,11
2576,2.289999999999998,1,1,13
2577,-3.700000000000001,0,1,18
2578,-2.55,0,1,12
2579,2.8799999999999986,1,1,10
2580,-2.52,0,1,12
2581,-2.5100000000000002,0,1,12
2582,-3.9100000000000015,0,1,19
2583,-2.7,0,1,13
2584,-2.5,0,1,12
2585,-2.5,0,1,12
2586,-2.3,0,1,11
2587,-2.3,0,1,11
2588,-2.0999999999999996,0,1,10
2589,3.09,1,1,9
2590,-2.9000000000000004,0,1,14
2591,2.879999999999999,2,1,9
2592,-2.5,0,1,12
2593,-2.5,0,1,12
2594,-2.3,0,1,11
2595,-2.2099999999999995,0,2,10
2596,1.9999999999999976,1,0,15
2597,1.9999999999999976,1,0,15
2598,-3.3000000000000007,0,1,16
2599,-2.5100000000000002,0,1,12
2600,2.8799999999999986,1,1,10
2601,-2.5,0,1,12
2602,-3.3000000000000007,0,1,16
2603,-2.3,0,1,11
2604,2.4699999999999984,1,1,12
2605,-2.5,0,1,12
2606,-2.7,0,1,13
2607,-2.31,0,1,11
2608,-2.21,0,2,10
2609,-2.5,0,1,12
2610,-2.5100000000000002,0,1,12
2611,-2.11,0,1,10
2612,-2.31,0,1,11
2613,-2.3,0,1,11
2614,-2.900000000000001,0,1,14
2615,-2.3099999999999996,0,1,11
2616,-2.21,0,2,10
2617,1.9999999999999976,1,0,15
2618,-3.9100000000000015,0,1,19
2619,-2.7,0,1,13
2620,-2.6500000000000004,0,2,12
2621,-2.5,0,1,12
2622,-2.0999999999999996,0,1,10
2623,-2.51,0,1,12
2624,2.289999999999998,1,1,13
2625,-3.3000000000000007,0,1,16
2626,-2.31,0,1,11
2627,-2.52,0,1,12
2628,-2.32,0,1,11
2629,1.9999999999999976,1,0,15
2630,-2.6999999999999997,0,1,13
2631,2.4899999999999998,1,1,12
2632,-2.5300000000000002,0,1,12
2633,-2.21,0,2,10
2634,-2.5,0,1,12
2635,-4.100000000000001,0,1,20
2636,-2.5,0,1,12
2637,1.799999999999998,1,0,16
2638,-2.7000000000000006,0,1,13
2639,-2.3,0,1,11
2640,-2.5,0,1,12
2641,2.1899999999999977,1,0,14
2642,-2.31,0,1,11
2643,2.1999999999999975,1,0,14
2644,-2.3,0,1,11
2645,1.9999999999999976,1,0,15
2646,-2.3,0,1,11
2647,-2.5,0,1,12
2648,2.1999999999999975,1,0,14
2649,-2.5,0,1,12
2650,-2.21,0,2,10
2651,2.4799999999999986,1,1,12
2652,-2.5,0,1,12
2653,-2.2199999999999998,0,2,10
2654,-2.3,0,1,11
