episode,total_reward
382,120.32598713040352
383,125.75814002752304
384,142.56855309009552
385,121.96673104166985
386,75.17943109571934
387,142.82885777950287
388,110.75184360146523
389,128.12907993793488
390,119.26995694637299
391,142.07665848731995
392,98.16983392834663
393,100.34794646501541
394,142.40155237913132
395,92.35147169232368
396,117.2540787756443
397,123.5069120824337
398,110.48571527004242
399,117.20583748817444
400,144.62488663196564
401,103.53727427124977
402,56.080109655857086
403,114.46272304654121
404,120.94328677654266
405,149.10282117128372
406,128.70605689287186
407,116.08698689937592
408,102.21194016933441
409,125.94850635528564
410,138.096604347229
411,118.80039340257645
412,121.17085081338882
413,88.63255490362644
414,137.81820684671402
415,109.37568464875221
416,104.40474119782448
417,133.51174569129944
418,115.68985801935196
419,138.62777733802795
420,156.60033148527145
421,56.4409638941288
422,92.57304951548576
423,143.61892700195312
424,107.151382625103
425,102.58948484063148
426,144.1782792210579
427,129.64444309473038
428,118.26200324296951
429,118.39206749200821
430,111.5108054280281
431,112.9197508096695
432,110.6142407655716
433,114.37793618440628
434,130.5539355278015
435,129.45271030068398
436,132.16808265447617
437,98.14597722887993
438,95.54439288377762
439,131.1047597527504
440,117.0605237185955
441,133.3139684200287
442,145.53663283586502
443,149.0805561542511
444,118.62403401732445
445,136.99526745080948
446,98.1085056066513
447,114.34723433852196
448,74.50557568669319
449,94.93424215912819
450,137.00875562429428
451,140.35814148187637
452,137.26700818538666
453,119.43270900845528
454,94.68833243846893
455,123.79137060046196
456,119.19723564386368
457,85.23066014051437
458,121.69564291834831
459,132.2939222753048
460,129.70176219940186
461,123.41932711005211
462,124.75377979874611
463,119.00761616230011
464,125.12312886118889
465,136.6737477183342
466,123.36181914806366
467,120.58841651678085
468,109.2470144033432
469,106.60255992412567
470,115.91300758719444
471,143.8299676179886
472,107.08943352103233
473,136.73625847697258
474,126.79213681817055
475,108.45303484797478
476,155.43805706501007
477,111.59996902942657
478,115.7438722550869
479,107.53893038630486
480,100.62651857733727
481,127.75283491611481
482,96.12234178185463
483,139.88585954904556
484,118.84667894244194
485,82.99392041563988
486,133.41728973388672
487,126.2866216301918
488,92.25263193249702
489,103.97634050250053
490,111.38404700160027
491,116.29986533522606
492,114.96605956554413
493,122.39327389001846
494,124.21644657850266
495,102.60019794106483
496,113.6334657073021
497,134.8069087266922
498,117.54223167896271
499,127.01776751875877
500,124.3719028532505
501,128.4478453695774
502,141.48954796791077
503,146.24182656407356
504,116.97889414429665
505,155.44528967142105
506,118.84544965624809
507,125.72205621004105
508,111.69499024748802
509,138.00697803497314
510,117.78242096304893
511,137.36100888252258
512,101.38556325435638
513,98.67923763394356
514,128.05424496531487
515,143.55371588468552
516,111.23525324463844
517,126.87229067087173
518,135.19340282678604
519,124.01058748364449
520,113.80684098601341
521,130.91969469189644
522,127.69164431095123
523,140.1009822189808
524,109.1426143348217
525,120.55900064110756
526,128.6563036441803
527,118.83494606614113
528,104.98985332250595
529,118.7226437330246
530,125.97305577993393
531,95.725741147995
532,115.65646862983704
533,128.7570248246193
534,132.80821043252945
535,148.3091915845871
536,104.62684458494186
537,125.90153923630714
538,128.24786177277565
539,120.41661733388901
540,137.54140651226044
541,142.53183948993683
542,117.71347796916962
543,106.70152235031128
544,113.30241012573242
545,117.8284241259098
546,115.61553850769997
547,133.63251078128815
548,116.48660632967949
549,136.56748059391975
550,148.70865494012833
551,111.51972049474716
552,130.1553372144699
553,129.82978510856628
554,113.0346208512783
555,133.2477359175682
556,124.56260067224503
557,131.95145946741104
558,104.18475130200386
559,111.6333577632904
560,122.92282089591026
561,119.19557029008865
562,131.34751665592194
563,111.41581866145134
564,133.12505888938904
565,137.82389682531357
566,134.60721349716187
567,107.4026426076889
568,129.37769556045532
569,52.648814633488655
570,72.9833325445652
571,123.0346200466156
572,108.65706297755241
573,107.25439661741257
574,103.29022571444511
575,116.8961047232151
576,127.90162926912308
577,105.80441862344742
578,114.84350398182869
579,122.4295402765274
580,101.64080891013145
581,124.53136533498764
582,127.41596671938896
583,130.69908779859543
584,100.1456364095211
585,133.47223395109177
586,106.33446198701859
587,111.7718693614006
588,113.6499870121479
589,139.44408029317856
590,157.82697063684464
591,79.99787175655365
592,140.69405782222748
593,156.7396735548973
594,113.65058240294456
595,124.17734858393669
596,109.12302297353745
597,129.89111816883087
598,116.66975098848343
599,124.46021434664726
600,119.10248783230782
601,120.89531356096268
602,128.8397874236107
603,132.1008294224739
604,133.1118724346161
605,127.36643028259277
606,105.2101920247078
607,105.5165419280529
608,72.65562266111374
609,118.5366236269474
610,97.23511025309563
611,98.91231954097748
612,86.2451922595501
613,126.71364295482635
614,120.30084100365639
615,142.61459094285965
616,115.80454412102699
617,106.98536080121994
618,96.57001042366028
619,90.34839937090874
620,105.28380653262138
621,128.58458968997002
622,119.78842556476593
623,108.84492462873459
624,141.86660170555115
625,131.79888433218002
626,113.21521085500717
627,128.80568259954453
628,130.09686064720154
629,116.67014706134796
630,119.29250764846802
631,101.62223425507545
632,123.0468048453331
633,109.61867529153824
634,114.30630192160606
635,122.70457053184509
636,144.11447894573212
637,111.7733114361763
638,139.5541023015976
639,112.9442386329174
640,103.359205275774
641,104.20104247331619
642,113.70853075385094
643,92.58225992321968
644,119.07765075564384
645,101.44775530695915
646,98.44810912013054
647,129.84913432598114
648,121.59607657790184
649,116.36588633060455
650,84.58064693212509
651,74.43107885122299
652,97.48374754190445
653,114.24303340911865
654,110.61550450325012
655,123.38875806331635
656,133.87927961349487
657,112.15316319465637
658,114.99538761377335
659,139.0437375307083
660,126.96588236093521
661,95.67016759514809
662,115.85227063298225
663,127.04016175866127
664,117.87461346387863
665,101.80473804473877
666,127.43869906663895
667,114.90436190366745
668,104.87432950735092
669,120.52538400888443
670,127.55284994840622
671,113.31596541404724
672,110.22335082292557
673,115.4467708170414
674,123.87462842464447
675,108.316829174757
676,128.38001781702042
677,103.87730851769447
678,140.7198674082756
679,121.38957560062408
680,108.85445010662079
681,112.94057515263557
682,114.41970929503441
683,94.60251784324646
684,130.6453219652176
685,95.18855890631676
686,117.40985250473022
687,102.52719575166702
688,100.66551104187965
689,131.88244929909706
690,133.6744584441185
691,84.11657437682152
692,118.023702532053
693,100.42116874456406
694,77.00749215483665
695,96.38331723213196
696,141.0533093214035
697,136.90710145235062
698,96.03205040097237
699,119.28585624694824
700,84.41470175981522
701,109.18876108527184
702,151.6220599412918
703,138.175253033638
704,138.27553391456604
705,94.46447867155075
706,114.97612109780312
707,136.9581519663334
708,94.75305452942848
709,149.2400858104229
710,128.65509796142578
711,129.22019106149673
712,113.61871832609177
713,74.94675999879837
714,107.235341578722
715,114.57109436392784
716,127.3914675116539
717,141.7055351138115
718,120.92737713456154
719,132.97709101438522
720,98.63486543297768
721,147.53913298249245
722,145.10948765277863
723,87.93215098977089
724,112.72021043300629
725,109.95165005326271
726,134.4340824484825
727,93.15716621279716
728,119.28743499517441
729,71.25418964028358
730,123.0948197543621
731,103.91497775912285
732,103.71134266257286
733,89.35590887069702
734,158.26194274425507
735,117.43475210666656
736,130.03311172127724
737,159.8382134437561
738,93.42848005890846
739,92.14461475610733
740,133.3229968547821
741,136.56026262044907
742,112.97476896643639
743,135.2632179260254
744,97.41324442625046
745,137.64660423994064
746,87.91370591521263
747,145.20416110754013
748,123.04304158687592
749,129.65546494722366
750,116.42662703990936
751,111.42119017243385
752,127.38472756743431
753,98.58913952112198
754,101.62494173645973
755,147.14559412002563
756,118.00349724292755
757,111.62187007069588
758,102.7548211812973
759,95.27589255571365
760,134.50565260648727
761,124.44085758924484
762,98.27003285288811
763,120.04958647489548
764,110.38258209824562
765,82.83378598093987
766,116.72032389044762
767,143.92375886440277
768,67.63629972934723
769,99.76066303253174
770,126.24849110841751
771,98.43073871731758
772,124.75738835334778
773,93.20948061347008
774,105.59538036584854
775,112.73398387432098
776,78.31833428144455
777,95.57551047205925
778,110.52775007486343
779,123.64553490281105
780,89.33616843819618
781,110.67573422193527
782,74.32923007011414
783,130.7482681274414
784,87.7235395014286
785,100.22751861810684
786,98.94215932488441
787,84.10123667120934
788,131.34359854459763
789,83.55843368172646
790,119.04658859968185
791,96.64230969548225
792,109.68590444326401
793,88.5870635509491
794,93.27084597945213
795,131.12315213680267
796,96.88108539581299
797,100.60973462462425
798,115.05212986469269
799,139.31997483968735
800,118.89083087444305
801,118.7695540189743
802,88.82010659575462
803,118.56104373931885
804,80.31711024045944
805,126.97090983390808
806,103.96668431162834
807,152.1883988380432
808,79.278749614954
809,129.1840425133705
810,109.53443199396133
811,86.47718667984009
812,124.0642442703247
813,128.6742418408394
814,108.39592629671097
815,88.81486043334007
816,152.82627135515213
817,84.20005363225937
818,83.86002057790756
819,132.644106477499
820,141.82600635290146
821,143.03864532709122
822,87.19841030240059
823,124.0136708021164
824,128.79782789945602
825,86.83843430876732
826,93.74879664182663
827,132.8641072511673
828,155.67640739679337
829,98.0452284514904
830,81.88357880711555
831,119.09903168678284
832,98.60528427362442
833,129.68185180425644
834,104.35478073358536
835,110.43171387910843
836,108.7682127058506
837,109.48610809445381
838,99.04622539877892
839,121.35274600982666
840,110.78478914499283
841,112.4504683315754
842,117.64765053987503
843,90.02979272603989
844,147.64812171459198
845,137.91188472509384
846,95.34490790963173
847,107.34888634085655
848,100.95506992936134
849,87.47904062271118
850,101.15507021546364
851,114.66591358184814
852,113.32494395971298
853,92.71663707494736
854,118.83823490142822
855,82.22897484898567
856,113.30855438113213
857,138.3754677772522
858,123.7575246989727
859,118.7618316411972
860,118.58882573246956
861,111.69836065173149
862,136.46949756145477
863,95.04663842916489
864,140.85515546798706
865,79.61476746201515
866,103.32193800806999
867,134.02268022298813
868,95.71203374862671
869,121.9817806482315
870,121.3831017613411
871,85.72162792086601
872,79.32887029647827
873,149.5664255619049
874,83.71057298779488
875,114.89546674489975
876,157.0631840825081
877,101.59877640008926
878,101.76472297310829
879,106.865866959095
880,104.42712458968163
881,118.40468326210976
882,122.48883754014969
883,112.3796968460083
884,88.39488086104393
885,92.40629109740257
886,123.16725650429726
887,141.16776543855667
888,86.92844235897064
889,111.4217838048935
890,143.45141458511353
891,116.61149334907532
892,89.71224772930145
893,128.87016612291336
894,119.5501115322113
895,130.6220850944519
896,92.05235108733177
897,92.63179340958595
898,99.23703944683075
899,150.50219529867172
900,104.42724806070328
901,114.26647445559502
902,97.57544565200806
903,111.46537336707115
904,97.59320512413979
905,111.54234281182289
906,146.6239973306656
907,103.19340854883194
908,118.63995009660721
909,103.35036826133728
910,119.45927739143372
911,99.28053161501884
912,88.62153270840645
913,98.48905152082443
914,106.27310925722122
915,126.52409446239471
916,108.6807718873024
917,90.27080085873604
918,122.01072293519974
919,115.52763786911964
920,120.97833999991417
921,105.28986582159996
922,100.32628336548805
923,124.25977137684822
924,124.79059362411499
925,116.42728236317635
926,96.56513923406601
927,128.93083083629608
928,146.93361407518387
929,85.80611783266068
930,82.75511184334755
931,111.2303737103939
932,74.20830684900284
933,116.2535971403122
934,136.90185514092445
935,108.85199093818665
936,124.08121991157532
937,98.71484458446503
938,140.87049156427383
939,99.9792937040329
940,88.45881214737892
941,118.04375487565994
942,143.25327229499817
943,103.4248616695404
944,125.93788355588913
945,147.51442593336105
946,105.04004880785942
947,109.14973065257072
948,123.76361033320427
949,168.14795869588852
950,130.49719548225403
951,81.51539069414139
952,87.7888602912426
953,117.0609458386898
954,142.4171445965767
955,105.37338292598724
956,96.38489523530006
957,96.8632060289383
958,103.35767343640327
959,109.89408895373344
960,125.1687950193882
961,130.7956461906433
962,84.1304073035717
963,75.05796444416046
964,88.64725705981255
965,120.15171456336975
966,121.3385346531868
967,106.61983349919319
968,112.52555531263351
969,66.3813394010067
970,94.69078594446182
971,119.81849724054337
972,134.22556960582733
973,84.5439561009407
974,135.0915491580963
975,114.33897715806961
976,75.0749993622303
977,138.38220220804214
978,82.12239918112755
979,99.74183216691017
980,145.73930126428604
981,107.76114052534103
982,128.52030244469643
983,90.10506656765938
984,89.11458849906921
985,147.76708763837814
986,82.72753661870956
987,91.40047100186348
988,120.391641497612
989,129.58333998918533
990,110.54025948047638
991,67.88450102508068
992,117.98391124606133
993,147.2281488776207
994,107.40449741482735
995,142.94788053631783
996,76.20725092291832
997,129.6299131512642
998,71.32514408230782
999,136.48091560602188
1000,106.69950383901596
1001,135.0114522576332
1002,86.90687435865402
1003,119.21285396814346
1004,89.46772801876068
1005,117.25077241659164
1006,123.20129436254501
1007,136.13979774713516
1008,123.42211470007896
1009,105.3562878370285
1010,144.45603901147842
1011,101.02573761343956
1012,131.52570778131485
1013,104.42998453974724
1014,112.30979716777802
1015,129.32454472780228
1016,100.74962216615677
1017,125.48165252804756
1018,102.74321046471596
1019,129.75243002176285
1020,107.12717285752296
1021,105.91856235265732
1022,109.59665647149086
1023,140.07538187503815
1024,115.79848128557205
1025,104.31015467643738
1026,127.49955901503563
1027,99.59719571471214
1028,132.898497402668
1029,107.40287414193153
1030,87.68705141544342
1031,166.49693936109543
1032,173.40336245298386
1033,154.131049990654
1034,123.30373293161392
1035,127.11132621765137
1036,132.3660387992859
1037,108.93567246198654
1038,149.01267635822296
1039,100.21548834443092
1040,141.7719184756279
1041,114.17173054814339
1042,75.5762606561184
1043,122.31055971980095
1044,95.37982720136642
1045,113.44061839580536
1046,123.20739057660103
1047,98.8890951871872
1048,101.59051242470741
1049,100.19370710849762
1050,97.2833981513977
1051,140.07586455345154
1052,133.54935854673386
1053,122.74506855010986
1054,116.8229746222496
1055,50.49653245508671
1056,130.18905118107796
1057,101.52096715569496
1058,136.91751146316528
1059,124.34608873724937
1060,95.63850408792496
1061,123.12675979733467
1062,95.61099600791931
1063,91.95311495661736
1064,134.57134300470352
1065,128.00272607803345
1066,151.46499824523926
1067,93.19826751947403
1068,79.69827055931091
1069,105.17897817492485
1070,86.54513075947762
1071,98.03255313634872
1072,78.41966441273689
1073,165.2589971423149
1074,110.21390357613564
1075,91.41672471165657
1076,99.96015921235085
1077,131.15918159484863
1078,123.05754339694977
1079,117.24773943424225
1080,93.34723341464996
1081,101.9204381108284
1082,91.11097452044487
1083,112.2182776927948
1084,110.80289876461029
1085,105.27837044000626
1086,102.69960281252861
1087,97.33805665373802
1088,112.55951991677284
1089,139.54338204860687
1090,145.08457255363464
1091,124.71770986914635
1092,103.86789265275002
1093,117.71529126167297
1094,108.1244566142559
1095,125.62930232286453
1096,114.30109119415283
1097,134.8823271393776
1098,86.39314073324203
1099,130.17578321695328
1100,75.8095266520977
1101,69.64395073056221
1102,97.7833057641983
1103,69.5452222675085
1104,124.8907333612442
1105,127.12597239017487
1106,115.47394508123398
1107,87.4466241300106
1108,108.12496766448021
1109,76.06009864807129
1110,92.05494159460068
1111,104.27937564253807
1112,135.73161578178406
1113,76.06818076968193
1114,63.750302881002426
1115,88.77129957079887
1116,117.87424236536026
1117,118.07835274934769
1118,98.01176735758781
1119,85.80923131108284
1120,111.22047382593155
1121,113.77101981639862
1122,108.86955258250237
1123,110.61061105132103
1124,98.83310803771019
1125,107.45728534460068
1126,98.94699212908745
1127,86.089764803648
1128,83.70807701349258
1129,76.666573792696
1130,86.88399440050125
1131,153.66764146089554
1132,99.39315834641457
1133,126.38295149803162
1134,82.74053630232811
1135,103.14858111739159
1136,98.47084802389145
1137,107.45212736725807
1138,117.61400482058525
1139,81.33580967783928
1140,87.26481533050537
1141,126.24754625558853
1142,104.56095972657204
1143,72.77134037017822
1144,119.67164993286133
1145,115.38549399375916
1146,130.49840438365936
1147,114.0282409787178
1148,126.16803312301636
1149,115.67217347025871
1150,80.48190702497959
1151,106.69756904244423
1152,85.80817613005638
1153,96.18530264496803
1154,86.89192381501198
1155,100.02630758285522
1156,83.32348483800888
1157,120.92591857910156
1158,107.73473861813545
1159,117.70239341259003
1160,93.27613735198975
1161,104.19023942947388
1162,101.96834859251976
1163,119.80003267526627
1164,124.21378582715988
1165,118.22015237808228
1166,131.48967707157135
1167,93.01777508854866
1168,109.4155170917511
1169,118.92681261897087
1170,132.47036629915237
1171,101.43542194366455
1172,126.31447476148605
1173,106.92293390631676
1174,133.26468777656555
1175,128.04331290721893
1176,100.47678580880165
1177,125.52636110782623
1178,115.09014827013016
1179,113.18352523446083
1180,89.67274805903435
1181,130.88980627059937
1182,101.1721108853817
1183,119.68977731466293
1184,107.75921589136124
1185,148.95605337619781
1186,107.85036435723305
1187,117.28748005628586
1188,142.67471289634705
1189,119.2405766248703
1190,84.25035637617111
1191,95.47548666596413
1192,95.63879653811455
1193,86.79779574275017
1194,143.14548295736313
1195,87.04156333208084
1196,100.32203966379166
1197,113.754041492939
1198,115.7234436571598
1199,76.44091686606407
1200,134.9138857126236
1201,121.1252692937851
1202,74.22211825847626
1203,92.69991791248322
1204,136.17051148414612
1205,91.11452209949493
1206,83.90884053707123
1207,112.75333842635155
1208,130.70149409770966
1209,100.00556349754333
1210,75.53695657849312
1211,114.47870343923569
1212,134.8764271736145
1213,97.58919176459312
1214,121.9090062379837
1215,92.00987702608109
1216,99.6954353749752
1217,104.159284055233
1218,116.63108998537064
1219,143.32975244522095
1220,79.2661500275135
1221,121.84893110394478
1222,86.18860045075417
1223,128.5604283809662
1224,67.74863857030869
1225,144.068785071373
1226,110.66547086834908
1227,77.28503739833832
1228,78.18625074625015
1229,72.93126520514488
1230,89.82113865017891
1231,110.87443971633911
1232,84.25951817631721
1233,111.82828289270401
1234,115.16030538082123
1235,109.05755871534348
1236,123.72008073329926
1237,75.71628141403198
1238,92.50193220376968
1239,87.96738061308861
1240,136.26240241527557
1241,117.47482866048813
1242,115.28601822257042
1243,136.29382419586182
1244,82.24819484353065
1245,86.5330961048603
1246,64.00273603200912
1247,114.53419715166092
1248,122.21241921186447
1249,107.5793474316597
1250,122.3097651898861
1251,120.61990025639534
1252,165.4766109585762
1253,168.88592582941055
1254,105.22908434271812
1255,134.43209671974182
1256,173.66258835792542
1257,134.7840050458908
1258,140.67173963785172
1259,72.89399465918541
1260,97.8361978828907
1261,79.66892552375793
1262,119.14768931269646
1263,55.61444416642189
1264,104.03094610571861
1265,145.22239243984222
1266,98.00013694167137
1267,127.01158279180527
1268,124.36682391166687
1269,132.376627266407
1270,103.31095549464226
1271,74.0893662571907
1272,117.86894172430038
1273,108.7377502322197
1274,114.9127858877182
1275,87.76759108901024
1276,102.42128586769104
1277,121.15776348114014
1278,101.40789338946342
1279,105.76428613066673
1280,114.86267486214638
1281,117.44342762231827
1282,168.9507079720497
1283,89.36080250144005
1284,116.28447085618973
1285,133.6623581647873
1286,107.24359059333801
1287,121.09700825810432
1288,116.35937547683716
1289,104.95705509185791
1290,118.26455244421959
1291,126.6311823129654
1292,119.01598465442657
1293,105.49366134405136
1294,158.26961439847946
1295,67.51795619726181
1296,131.84105026721954
1297,113.09946566820145
1298,141.47236743569374
1299,102.73271650075912
1300,85.81932398676872
1301,105.49982157349586
1302,112.03176701068878
1303,119.39543282985687
1304,47.90024675428867
1305,117.57542282342911
1306,151.17030107975006
1307,84.90094095468521
1308,120.09914088249207
1309,120.92222508788109
1310,106.74094954133034
1311,51.7174886316061
1312,109.36938571929932
1313,155.12429285049438
1314,100.78608512878418
1315,77.78410717844963
1316,105.53219121694565
1317,149.96725010871887
1318,105.68507578969002
1319,90.30493691563606
1320,69.06778734922409
1321,148.00400471687317
1322,126.23451685905457
1323,129.6549609899521
1324,76.63161942362785
1325,132.3747711777687
1326,141.50231152772903
1327,87.70993053913116
1328,102.68159556388855
1329,127.64676922559738
1330,54.325162917375565
1331,121.83841520547867
1332,143.75120270252228
1333,148.61471956968307
1334,168.25422286987305
1335,94.5850692987442
1336,123.03333991765976
1337,141.5086788535118
1338,115.53462705016136
1339,85.0999341905117
1340,145.0922589302063
1341,118.50118046998978
1342,91.91515636444092
1343,163.96985059976578
1344,60.22552561759949
1345,148.045743227005
1346,80.29365408420563
1347,82.41649994254112
1348,80.62960460782051
1349,112.32952097058296
1350,158.38824224472046
1351,98.20178943872452
1352,72.60876998305321
1353,129.56622496247292
1354,111.64144864678383
1355,101.22058033943176
1356,77.98129716515541
1357,108.49903324246407
1358,102.4930414557457
1359,103.58359235525131
1360,150.7939345240593
1361,132.3911512196064
1362,105.83340471982956
1363,126.89595818519592
1364,127.73231655359268
